yr,mo,tag,species,sex,hfl,wgt,precip
1980,1,2058,OT,M,21.63,23.33,15.24
1980,1,2055,DM,F,36.76,36.49,15.24
1980,1,2021,OT,F,20.01,21.87,15.24
1980,1,2135,OL,M,20.39,29.29,15.24
1980,1,1573,DM,F,36.37,49.31,15.24
1980,1,2136,OL,M,21.13,23.12,15.24
1980,1,2153,OL,M,20.36,32.15,15.24
1980,1,2162,OL,F,20.92,24.06,15.24
1980,1,2056,DM,M,38.16,47.77,15.24
1980,1,2065,DM,M,38.27,37.69,15.24
1980,1,2152,DO,F,33.59,29.9,15.24
1980,1,1762,DS,M,47.66,132.06,15.24
1980,1,2104,DM,F,34.12,33.99,15.24
1980,1,1618,DM,F,37.14,61.12,15.24
1980,1,2090,OL,M,22.6,31.28,15.24
1980,1,2120,DM,M,35.97,49.88,15.24
1980,1,8001,PF,M,15.71,8.59,15.24
1980,1,1675,DS,M,50.42,142.26,15.24
1980,1,5110,RM,M,16.44,10.42,15.24
1980,1,8003,PF,F,16.73,9.61,15.24
1980,1,1786,DO,M,33.68,50.2,15.24
1980,1,7002,RM,F,17.18,12.13,15.24
1980,1,1712,DS,F,52.61,150.99,15.24
1980,1,2016,DM,M,37.42,49.62,15.24
1980,1,2022,OL,F,21.22,34.95,15.24
1980,1,2044,DM,F,35.93,40.54,15.24
1980,1,4631,DS,F,52,132.51,15.24
1980,1,2157,DM,F,34.64,25.23,15.24
1980,1,1464,OL,M,21.06,36.2,15.24
1980,1,2151,DO,F,34.19,50.63,15.24
1980,1,2115,DM,M,37.82,45.98,15.24
1980,1,1423,DM,M,35.29,47.23,15.24
1980,1,2035,DM,M,38.44,46.9,15.24
1980,1,2105,OT,M,19.54,22.47,15.24
1980,1,4490,DS,F,50.73,136.81,15.24
1980,1,2068,DM,M,37.24,45.11,15.24
1980,1,5000,RM,F,18.27,9.99,15.24
1980,1,2050,OL,F,21.95,27.2,15.24
1980,1,2048,OT,M,20.32,20.46,15.24
1980,1,2064,OT,F,21.9,25.1,15.24
1980,1,2128,DM,M,35.29,40.67,15.24
1980,1,2053,OL,F,21.86,30.38,15.24
1980,1,1463,DM,M,36.14,48.56,15.24
1980,1,1708,DS,M,52.49,131.81,15.24
1980,1,110,PF,M,16.46,8.4,15.24
1980,1,2087,OL,F,,32.45,15.24
1980,1,0,DM,F,32.41,29.18,15.24
1980,1,5010,RM,M,16.16,9.68,15.24
1980,1,1671,DO,F,36.77,51.11,15.24
1980,1,2101,PE,F,20.21,17.03,15.24
1980,1,2156,DM,M,37.63,26.5,15.24
1980,1,2161,DO,M,31.79,32.14,15.24
1980,1,2103,OT,M,20.92,26,15.24
1980,1,1751,DS,F,46.22,114.9,15.24
1980,1,2237,DM,F,36.85,44.29,15.24
1980,1,2127,DM,M,37.31,51.58,15.24
1980,1,2173,DM,F,35.08,46.6,15.24
1980,1,2248,OT,M,20.24,22.99,15.24
1980,1,2201,DO,F,36.1,43.62,15.24
1980,1,2190,OL,F,21.8,26.87,15.24
1980,1,2198,DO,M,34.78,50.81,15.24
1980,1,2205,DM,F,37.09,52.65,15.24
1980,1,2199,DM,M,38.43,44.77,15.24
1980,1,-1,DM,F,36.07,43.32,15.24
1980,1,2144,DM,M,35.03,42.24,15.24
1980,1,2118,OT,M,20.94,23.92,15.24
1980,1,2042,DM,F,36.85,46.09,15.24
1980,1,2178,DM,F,35.82,37.16,15.24
1980,1,2143,DM,F,34.5,42.98,15.24
1980,1,2203,DM,F,36.06,44.43,15.24
1980,1,0,DS,F,48.92,113.73,15.24
1980,1,2016,DM,M,36.7,48.97,15.24
1980,1,2096,DM,F,35.55,39.54,15.24
1980,1,2095,OT,M,21.26,21.02,15.24
1980,1,2192,DM,M,34.54,42.67,15.24
1980,1,2085,OT,F,21.16,20.26,15.24
1980,1,2191,DM,F,37.34,46.47,15.24
1980,1,2186,OT,F,20.54,21.16,15.24
1980,1,2185,DM,M,35.13,43.87,15.24
1980,1,1752,DM,M,36.9,48.08,15.24
1980,1,2180,DM,M,37.02,47.85,15.24
1980,1,2184,DM,M,38.89,,15.24
1980,1,2189,DM,F,34.86,39.25,15.24
1980,1,2188,DM,M,37.17,36.55,15.24
1980,1,2111,DM,F,36.9,39.8,15.24
1980,1,2040,DM,M,37.98,49.71,15.24
1980,1,5100,RM,F,17.28,9.4,15.24
1980,1,2061,DO,M,35.96,53.92,15.24
1980,1,8002,PF,F,16.6,10.9,15.24
1980,1,1695,DM,M,38.89,54.04,15.24
1980,1,8004,PF,F,15.03,7.95,15.24
1980,1,7001,PF,F,16.36,7.56,15.24
1980,1,2063,OT,F,20.52,22.6,15.24
1980,1,2164,DM,F,36.85,48.69,15.24
1980,1,8004,RM,F,15.17,10.53,15.24
1980,1,8011,PF,M,14.35,7.66,15.24
1980,1,4535,DS,F,50.83,120.68,15.24
1980,1,2015,DS,M,48.8,131.79,15.24
1980,1,2195,OL,F,21.19,38.7,15.24
1980,1,-1,DO,F,35.24,53.44,15.24
1980,1,-1,DM,F,36.6,37.77,15.24
1980,1,2018,OL,M,22.97,36.02,15.24
1980,1,2105,OT,M,20.01,20.28,15.24
1980,1,2084,OL,M,21.34,36.77,15.24
1980,1,2089,DM,M,37.96,45.02,15.24
1980,1,2174,DM,M,35.99,40.75,15.24
1980,1,2187,DM,F,36.14,37.68,15.24
1980,1,2196,OT,F,19.45,20.51,15.24
1980,1,111,PF,F,15.15,7.45,15.24
1980,1,2149,DM,F,37.36,40.95,15.24
1980,1,1719,DS,F,50.24,141.97,15.24
1980,1,2171,DM,F,36.55,40.56,15.24
1980,1,2172,DM,M,38.91,40.4,15.24
1980,1,4541,DM,F,36.05,49.48,15.24
1980,1,2175,DS,F,47.69,68.08,15.24
1980,1,0,OL,,,,15.24
1980,1,2076,DM,M,36.76,51.8,15.24
1980,1,2200,DM,F,36.53,43.75,15.24
1980,1,2093,DM,F,36.15,38.46,15.24
1980,1,2037,OL,F,21.57,34.66,15.24
1980,1,2242,DO,M,34.85,29.49,15.24
1980,1,2113,DM,M,35.1,45.35,15.24
1980,1,2092,DM,M,37.29,44.27,15.24
1980,1,2197,DM,F,36.14,42.92,15.24
1980,1,2112,DM,M,36.1,37.26,15.24
1980,1,2183,DM,F,35.52,40.13,15.24
1980,1,2181,DO,M,34.08,32.09,15.24
1980,1,1774,DM,F,35.58,,15.24
1980,1,2163,DM,F,36.19,36.79,15.24
1980,10,2420,DS,M,47.58,128.72,1.78
1980,10,2629,OT,M,21.94,20.62,1.78
1980,10,2626,DM,M,37.22,38.9,1.78
1980,10,2282,OT,M,20.28,24.24,1.78
1980,10,2531,DS,F,49.98,128.21,1.78
1980,10,1712,DS,F,50.72,151.43,1.78
1980,10,2628,OT,F,20.71,22.07,1.78
1980,10,2044,DM,F,36.94,45.37,1.78
1980,10,2645,DM,M,37.99,47.15,1.78
1980,10,2574,DM,F,36.41,43.81,1.78
1980,10,2622,DS,F,50.89,119.44,1.78
1980,10,2633,OL,M,20.68,15.95,1.78
1980,10,7003,RM,F,17.73,13.07,1.78
1980,10,2064,OT,F,20.02,35.07,1.78
1980,10,1719,DS,F,52.11,126.21,1.78
1980,10,6013,PF,M,16.96,7.65,1.78
1980,10,2430,DS,M,47.27,116.81,1.78
1980,10,2619,DM,M,38.85,48.12,1.78
1980,10,2369,DS,F,47.84,110.41,1.78
1980,10,8014,PF,M,15.63,8.25,1.78
1980,10,2015,DS,M,50.8,137.42,1.78
1980,10,2250,DM,M,34.04,45.89,1.78
1980,10,2320,DM,M,36.98,49.62,1.78
1980,10,2631,OT,F,20.66,24.43,1.78
1980,10,2583,DM,M,37.52,39.44,1.78
1980,10,4645,DS,M,51.89,149.03,1.78
1980,10,2127,DM,M,38.16,52.41,1.78
1980,10,2385,DS,F,51.78,124.82,1.78
1980,10,2600,DM,M,34.95,39.57,1.78
1980,10,2630,DM,M,37.17,46.41,1.78
1980,10,5002,PF,F,14.66,7.77,1.78
1980,10,2634,OL,M,19.56,18.5,1.78
1980,10,6012,PF,F,15.68,,1.78
1980,10,2632,OL,M,20.2,18.86,1.78
1980,10,-1,DS,M,52.63,150.07,1.78
1980,10,2520,DS,M,51.11,130.99,1.78
1980,10,2010,DS,M,53.12,142.78,1.78
1980,10,2085,OT,F,20.12,26.94,1.78
1980,10,2247,DO,F,34.71,49.86,1.78
1980,10,7014,PF,F,16.96,8.24,1.78
1980,10,2625,PE,M,20.74,18.89,1.78
1980,10,2616,DM,F,37.38,41.12,1.78
1980,10,2597,DM,M,37.32,39.07,1.78
1980,10,1708,DS,M,51.54,140.07,1.78
1980,10,2063,OT,F,20.59,26.37,1.78
1980,10,2621,OL,F,20.55,32.93,1.78
1980,10,2618,OT,M,19.38,22.33,1.78
1980,10,2085,OT,F,19.3,25.62,1.78
1980,10,2112,DM,M,36.81,47.84,1.78
1980,10,2282,OT,M,19.1,26.77,1.78
1980,10,2611,OT,M,20.13,11.42,1.78
1980,10,2002,DS,M,51,141,1.78
1980,10,2518,DS,M,48.58,121.56,1.78
1980,10,2558,DS,F,53.37,137.79,1.78
1980,10,2612,OT,M,20.27,25.49,1.78
1980,10,2171,DM,F,36.47,42.88,1.78
1980,10,2644,OT,F,19.74,13.42,1.78
1980,10,2609,OL,F,20.82,16.88,1.78
1980,10,2582,OT,M,21.01,23.48,1.78
1980,10,4541,DM,F,35.61,62.46,1.78
1980,10,2610,DM,M,37.83,44.47,1.78
1980,10,2068,DM,M,36.36,61.85,1.78
1980,10,12,PP,F,21.56,14.25,1.78
1980,10,4490,DS,F,49.22,120.7,1.78
1980,10,2614,DM,M,37.14,40.25,1.78
1980,10,2527,OL,F,23.3,38.21,1.78
1980,10,2153,OL,M,20.96,36.1,1.78
1980,10,13,PP,F,21.93,16.35,1.78
1980,11,2732,DM,M,36.09,40.92,14.48
1980,11,8014,PF,M,15.1,7.14,14.48
1980,11,2152,DO,F,34.25,52.99,14.48
1980,11,2631,OT,F,19.32,20.12,14.48
1980,11,2734,DS,F,50.57,127.09,14.48
1980,11,2744,DM,M,36.58,46.09,14.48
1980,11,2722,DM,M,36.56,49.43,14.48
1980,11,2741,DM,M,35.37,46.1,14.48
1980,11,2742,DM,M,36.98,47.71,14.48
1980,11,2739,DM,F,35.28,38.93,14.48
1980,11,2743,DM,F,36.37,32.04,14.48
1980,11,2600,DM,M,36,40.44,14.48
1980,11,2704,DS,M,51.69,131.35,14.48
1980,11,2701,PE,F,20.15,21.23,14.48
1980,11,4645,DS,M,50.85,149.69,14.48
1980,11,2105,OT,M,20.47,25.67,14.48
1980,11,2010,DS,M,51.48,136.14,14.48
1980,11,2612,OT,M,22.67,24.09,14.48
1980,11,2628,OT,F,19.87,22.76,14.48
1980,11,2262,DS,F,48.15,106.17,14.48
1980,11,2224,DM,F,34.01,40.33,14.48
1980,11,2727,DS,F,50.54,124.13,14.48
1980,11,2713,OT,M,20.42,22.14,14.48
1980,11,2712,DM,F,37.53,40.07,14.48
1980,11,2019,DS,F,50.46,111.48,14.48
1980,11,2731,DS,F,47.86,104.1,14.48
1980,11,2518,DS,M,49.33,121.97,14.48
1980,11,2705,DO,M,35.83,47.31,14.48
1980,11,1749,DM,F,34.74,40.74,14.48
1980,11,2203,DM,F,37.04,43.61,14.48
1980,11,2689,DM,F,35.11,40.25,14.48
1980,11,2645,DM,M,36.9,45.07,14.48
1980,11,5011,PF,F,15.97,7.05,14.48
1980,11,2250,DM,M,34.18,42.72,14.48
1980,11,1719,DS,F,50.94,126.57,14.48
1980,11,2356,DS,M,48.35,135.43,14.48
1980,11,2582,OT,M,20.38,22.95,14.48
1980,11,2679,DS,M,48.86,125.49,14.48
1980,11,2115,DM,M,35.85,47.1,14.48
1980,11,2738,DM,F,35.46,39.01,14.48
1980,11,2566,DM,F,36.32,40.98,14.48
1980,11,2737,DS,M,50.76,146.32,14.48
1980,11,2106,DM,F,36.16,49.25,14.48
1980,11,2692,DM,M,38.02,47.08,14.48
1980,11,2129,DM,M,37.86,48.98,14.48
1980,11,2247,DO,F,35.74,41.66,14.48
1980,11,2693,DM,M,38.97,40.13,14.48
1980,11,1774,DM,F,36.74,45.11,14.48
1980,11,2662,DM,M,36.81,46.14,14.48
1980,11,2242,DO,M,33.34,50.24,14.48
1980,11,2663,DM,F,35.7,43.43,14.48
1980,11,2694,DM,M,37.9,,14.48
1980,11,2664,OT,F,21.95,22.21,14.48
1980,11,2695,DM,M,36.91,44.99,14.48
1980,11,2558,DS,F,50.39,131.23,14.48
1980,11,6013,PF,M,15.79,6.67,14.48
1980,11,2725,OL,F,19.33,15.68,14.48
1980,11,2619,DM,M,37.15,48.09,14.48
1980,11,2002,DS,M,49.96,133.21,14.48
1980,11,2724,OL,F,21.55,17.29,14.48
1980,11,2430,DS,M,47.87,134.1,14.48
1980,11,2432,DS,M,50.95,127.43,14.48
1980,11,2616,DM,F,36.65,39.57,14.48
1980,11,4541,DM,F,34.26,51.29,14.48
1980,11,2282,OT,M,20.54,23.31,14.48
1980,11,2527,OL,F,20.8,38.58,14.48
1980,11,2740,DM,M,35.17,47.84,14.48
1980,11,1708,DS,M,52.51,138.98,14.48
1980,11,4490,DS,F,49.82,122.92,14.48
1980,11,2044,DM,F,36.28,44.03,14.48
1980,11,2728,DS,F,50.29,111.57,14.48
1980,11,2127,DM,M,38,52.37,14.48
1980,11,2709,OL,M,21.52,34.76,14.48
1980,11,2626,DM,M,37.64,35.38,14.48
1980,11,2622,DS,F,48.24,122.1,14.48
1980,11,1712,DS,F,52.5,144.38,14.48
1980,11,2636,OT,F,20.05,21.6,14.48
1980,11,2153,OL,M,20.73,33.96,14.48
1980,11,2578,DM,M,38,46.75,14.48
1980,11,2127,DM,M,38.71,51.32,14.48
1980,11,2171,DM,F,36.6,47.56,14.48
1980,11,2690,DS,F,50.07,117.09,14.48
1980,11,2068,DM,M,36.97,56.04,14.48
1980,11,2609,OL,F,20.65,21.2,14.48
1980,11,2320,DM,M,36.34,47.8,14.48
1980,11,2610,DM,M,36.86,41.43,14.48
1980,11,7002,PF,F,15.38,7.07,14.48
1980,11,2621,OL,F,20.32,31.99,14.48
1980,11,5012,PF,M,14.57,7.22,14.48
1980,11,2614,DM,M,37.15,40.29,14.48
1980,11,1726,DO,M,35.21,50.15,14.48
1980,11,2666,DM,F,35.89,38.85,14.48
1980,11,2194,DO,F,36.01,53.71,14.48
1980,11,2328,DM,F,36.51,45.98,14.48
1980,11,-1,DS,M,51.48,146.98,14.48
1980,11,2721,DM,M,37.96,45.68,14.48
1980,11,2698,OT,F,19.6,20.13,14.48
1980,11,2228,DM,M,36.95,48.95,14.48
1980,11,2063,OT,F,20.43,28.05,14.48
1980,11,2362,DS,M,,121.62,14.48
1980,11,2096,DM,F,35.94,39.82,14.48
1980,11,2665,DM,M,36.74,43.01,14.48
1980,11,2595,DS,M,52.62,154.08,14.48
1980,11,2574,DM,F,36.96,43.89,14.48
1980,11,2064,OT,F,19.63,33.11,14.48
1980,11,2213,DS,M,51.39,155.87,14.48
1980,11,2718,DM,M,35.29,40.95,14.48
1980,11,2374,DS,F,48.18,115.33,14.48
1980,11,2531,DS,F,49.63,121.21,14.48
1980,11,0,DM,,,,14.48
1980,11,2247,DO,F,36.69,47.99,14.48
1980,11,2715,DS,F,50.92,133.25,14.48
1980,11,2050,OL,F,19.81,37.8,14.48
1980,11,2520,DS,M,51.53,127.04,14.48
1980,11,2707,DM,M,37.18,39,14.48
1980,11,2700,DM,F,35.15,39.97,14.48
1980,11,2385,DS,F,50.49,121.92,14.48
1980,11,7014,PF,F,16.65,7.9,14.48
1980,11,6014,PF,F,14.47,7.91,14.48
1980,11,2702,DO,F,36.2,50.32,14.48
1980,11,2705,DO,M,35.02,48.99,14.48
1980,11,2708,OL,F,20.93,27.84,14.48
1980,11,2630,DM,M,39.22,48.89,14.48
1980,11,2706,DM,F,36.49,42.11,14.48
1980,11,2299,DS,M,52.34,145.1,14.48
1980,11,2502,DS,F,51.67,129.87,14.48
1980,11,2564,DM,F,36.96,46.97,14.48
1980,11,2697,DM,M,37.74,46.87,14.48
1980,12,2221,DM,M,35.9,49.91,2.29
1980,12,2758,DO,M,36.5,56.95,2.29
1980,12,2756,DS,M,50.27,135.09,2.29
1980,12,2754,DM,M,36.09,51.15,2.29
1980,12,0,DO,M,35.52,56.05,2.29
1980,12,1786,DO,M,34.93,51.98,2.29
1980,12,4540,DS,F,47.38,145.43,2.29
1980,12,2660,DM,M,34.5,48.44,2.29
1980,12,1749,DM,F,35.6,43.83,2.29
1980,12,2574,DM,F,37.64,46.04,2.29
1980,12,2558,DS,F,51.5,147.06,2.29
1980,12,2668,DM,F,33.4,35.69,2.29
1980,12,2050,OT,F,21.72,35.37,2.29
1980,12,2670,OL,M,21.62,33.51,2.29
1980,12,2661,DM,F,37.87,46.74,2.29
1980,12,2671,DM,F,36.09,35.96,2.29
1980,12,2063,OT,F,20.84,30.22,2.29
1980,12,2637,DS,M,52.73,126.93,2.29
1980,12,2604,DM,M,37.18,43.25,2.29
1980,12,2608,DM,M,36.54,32.6,2.29
1980,12,2586,DM,M,36.14,47.16,2.29
1980,12,2646,DS,F,,129.37,2.29
1980,12,2127,DM,M,39.06,54.24,2.29
1980,12,2187,DM,F,36.92,40.75,2.29
1980,12,7014,PF,F,16.91,7.21,2.29
1980,12,2616,DM,F,37.34,40.86,2.29
1980,12,2206,DO,F,35.84,54.21,2.29
1980,12,1708,DS,M,52.99,137.62,2.29
1980,12,2709,OL,M,21.27,36.71,2.29
1980,12,2759,DM,M,36.36,43.61,2.29
1980,12,2741,DM,M,35.83,46.78,2.29
1980,12,2739,DM,F,36.52,41.66,2.29
1980,12,2689,DM,F,34.81,48.84,2.29
1980,12,1749,DM,F,36.11,41.32,2.29
1980,12,2115,DM,M,37.14,49.07,2.29
1980,12,2415,DS,F,47.41,118.58,2.29
1980,12,2688,DS,M,49.83,119.64,2.29
1980,12,2181,DO,M,35.7,50.86,2.29
1980,12,2734,DS,F,49.8,131.2,2.29
1980,12,2216,DS,M,50.12,134.17,2.29
1980,12,2130,DM,F,36.56,43.02,2.29
1980,12,2129,DM,M,35.9,52.09,2.29
1980,12,2242,DO,M,34.34,52.82,2.29
1980,12,2349,DM,F,35.45,43.26,2.29
1980,12,2276,DM,F,36.15,41.1,2.29
1980,12,2302,DM,M,36.11,48.31,2.29
1980,12,2600,DM,M,35.29,45.65,2.29
1980,12,2448,DM,F,35.69,44.07,2.29
1980,12,2309,DS,M,48.6,133.88,2.29
1980,12,2304,DS,M,51.67,151.5,2.29
1980,12,2680,DM,M,34.39,37.09,2.29
1980,12,2682,DM,M,35.14,45.59,2.29
1980,12,2451,DS,M,,142.05,2.29
1980,12,2695,DM,M,37.44,49.24,2.29
1980,12,1774,DM,F,35.89,56.66,2.29
1980,12,2686,DM,M,33.98,29.39,2.29
1980,12,2687,PM,M,21.88,21.24,2.29
1980,12,2694,DM,M,37.73,52.39,2.29
1980,12,2663,DM,F,37.35,44.72,2.29
1980,12,2307,DS,M,49.76,130.37,2.29
1980,12,2453,DS,M,50.4,131.71,2.29
1980,12,2662,DM,M,36.87,48.54,2.29
1980,12,566,DM,F,36.98,47.23,2.29
1980,12,2713,OT,M,20.43,22.25,2.29
1980,12,1719,DS,F,48.28,,2.29
1980,12,2654,DM,M,35.83,49.92,2.29
1980,12,2595,DS,M,53.21,154.07,2.29
1980,12,2655,DM,M,34.48,47.25,2.29
1980,12,2619,DM,M,38.64,51.69,2.29
1980,12,2044,DM,F,37.51,52.1,2.29
1980,12,2693,DM,M,38.83,48.8,2.29
1980,12,2320,DM,M,36.13,51.46,2.29
1980,12,2626,DM,M,37.5,40.73,2.29
1980,12,2712,DM,F,37.16,43.35,2.29
1980,12,2430,DS,M,46.95,120.79,2.29
1980,12,8014,PF,M,15.11,8.52,2.29
1980,12,2531,DS,F,51.18,127.7,2.29
1980,12,2374,DS,F,49.83,120.76,2.29
1980,12,2068,DM,M,37.57,60.2,2.29
1980,12,2622,DS,F,47.58,150.41,2.29
1980,12,1712,DS,F,49.24,147.22,2.29
1980,12,2612,OT,M,20.63,23.3,2.29
1980,12,2010,DS,M,51.95,140.38,2.29
1980,12,2643,DS,M,50.71,,2.29
1980,12,2745,DS,F,45.11,129.06,2.29
1980,12,2385,DS,F,49.73,130.85,2.29
1980,12,2247,DO,F,35.94,59.88,2.29
1980,12,2064,OT,F,20.82,30.96,2.29
1980,12,2753,DM,F,31.79,31.27,2.29
1980,12,6014,PF,F,15.84,7.07,2.29
1980,12,2692,DM,M,37.17,52.82,2.29
1980,12,2708,OL,F,21.43,33.46,2.29
1980,12,2106,DM,F,35.07,46.35,2.29
1980,12,2706,DM,F,35.09,59.97,2.29
1980,12,2749,PE,F,20.02,19.01,2.29
1980,12,2614,DM,M,36.56,44.61,2.29
1980,12,2630,DM,M,40.45,52.68,2.29
1980,12,2351,DS,M,52.19,148.98,2.29
1980,12,2724,OL,F,19,26.1,2.29
1980,12,6013,PF,M,15.28,7.58,2.29
1980,12,2705,DO,M,36.67,50.1,2.29
1980,12,2527,OL,F,21.03,39.64,2.29
1980,12,2582,OT,M,21.93,23.69,2.29
1980,12,2725,OL,F,19.84,25.35,2.29
1980,12,2171,DM,F,37.41,44.55,2.29
1980,12,2728,DS,F,48.47,120.3,2.29
1980,12,6011,PF,F,16.02,7.38,2.29
1980,12,2356,DS,M,48.75,139.29,2.29
1980,12,2250,DM,M,35.54,42.36,2.29
1980,12,2609,OT,F,20.7,26.87,2.29
1980,12,2656,DM,M,34.22,33.45,2.29
1980,12,2426,DS,M,53.53,149.53,2.29
1980,12,2153,OL,M,21.39,40.07,2.29
1980,12,4541,DM,F,35.08,47.34,2.29
1980,12,2213,DS,M,52.65,152.22,2.29
1980,12,2618,OT,M,20.98,22.25,2.29
1980,12,4490,DS,F,47.14,139.19,2.29
1980,12,2690,DS,F,51.05,123.28,2.29
1980,12,2610,DM,M,36.35,45.27,2.29
1980,12,2432,DS,M,49.63,127.5,2.29
1980,12,2578,DM,M,35.64,48.48,2.29
1980,12,2408,DO,F,36.38,49.24,2.29
1980,12,2718,DM,M,36.19,41.69,2.29
1980,12,2702,DO,F,36.47,66.73,2.29
1980,12,2667,DM,M,36.3,46.8,2.29
1980,12,2653,DO,M,34.57,49.83,2.29
1980,12,2743,DM,F,35.72,35.67,2.29
1980,12,2636,OT,F,19.73,21.98,2.29
1980,12,2203,DM,F,35.57,46.69,2.29
1980,12,6012,PF,F,15.63,7.7,2.29
1980,12,2152,DO,F,34.17,52.76,2.29
1980,12,2144,DM,M,35.95,51.77,2.29
1980,12,2732,DM,M,36.62,44.24,2.29
1980,2,2130,DM,F,34.55,41.96,30.23
1980,2,2068,DM,M,35.14,50.8,30.23
1980,2,2048,OT,M,19.52,25.45,30.23
1980,2,8002,PF,F,15.66,7.42,30.23
1980,2,2247,DO,F,35.67,55,30.23
1980,2,2208,DM,F,34.7,23.83,30.23
1980,2,2064,OT,F,21.88,27.67,30.23
1980,2,2200,DM,F,37.94,40.7,30.23
1980,2,1670,DM,M,37.29,51.52,30.23
1980,2,2299,DS,M,54.31,147.38,30.23
1980,2,2209,DM,F,35.09,24.67,30.23
1980,2,2178,DM,F,36.49,48.28,30.23
1980,2,1675,DS,M,51.32,142.57,30.23
1980,2,1423,DM,M,35.38,47.44,30.23
1980,2,2143,DM,F,35.49,43.75,30.23
1980,2,6010,RM,M,15.36,10.08,30.23
1980,2,5100,RM,F,16.67,12.68,30.23
1980,2,1464,OL,M,21.43,39.19,30.23
1980,2,2207,DO,F,35.48,50.72,30.23
1980,2,1708,DS,M,48.9,,30.23
1980,2,1791,DS,M,52.99,128.09,30.23
1980,2,6110,RM,F,17.24,16.04,30.23
1980,2,2021,OT,F,20.79,25.65,30.23
1980,2,2053,OL,F,21.6,32.18,30.23
1980,2,2152,DO,F,33.62,47.26,30.23
1980,2,2128,DM,M,35.29,43.17,30.23
1980,2,2242,DO,M,34.63,44.08,30.23
1980,2,2022,OL,F,22.38,35.8,30.23
1980,2,9001,RM,F,14.52,8.95,30.23
1980,2,2055,DM,F,35.98,40.78,30.23
1980,2,2120,DM,M,35.7,47.32,30.23
1980,2,2210,PE,M,20.31,21.6,30.23
1980,2,2044,DM,F,36.12,42.59,30.23
1980,2,1786,DO,M,34.35,,30.23
1980,2,110,PF,M,16,9.04,30.23
1980,2,2101,PE,F,22.92,19.29,30.23
1980,2,2175,DS,F,50.58,103.2,30.23
1980,2,2087,OL,F,19.61,37.55,30.23
1980,2,5110,RM,M,16.3,10.97,30.23
1980,2,2090,OL,M,,35.84,30.23
1980,2,2010,DS,M,53.43,133.84,30.23
1980,2,2104,DM,F,34.25,36.73,30.23
1980,2,2211,DO,F,35.9,52.78,30.23
1980,2,2206,DO,F,33.69,46.24,30.23
1980,2,2153,OL,M,21.61,35.01,30.23
1980,2,2171,DM,F,36.82,42.63,30.23
1980,2,2189,DM,F,36.48,41.76,30.23
1980,2,2110,DM,M,36.41,46.28,30.23
1980,2,2111,DM,F,37.38,42.99,30.23
1980,2,2218,DM,M,34.76,44.85,30.23
1980,2,2106,DM,F,32.09,49.78,30.23
1980,2,2040,DM,M,37.36,46.9,30.23
1980,2,2246,PE,M,21.45,23.6,30.23
1980,2,-1,DO,F,37.69,55.34,30.23
1980,2,2069,DO,M,36.4,52.15,30.23
1980,2,2042,DM,F,37.93,46.13,30.23
1980,2,2229,DS,M,52.76,147.7,30.23
1980,2,2228,DM,M,35.44,48.11,30.23
1980,2,2227,DS,M,52.26,155.67,30.23
1980,2,1580,DS,M,50.11,129.27,30.23
1980,2,2096,DM,F,32.73,38.91,30.23
1980,2,2076,DM,M,36.03,50.34,30.23
1980,2,2149,DM,F,33.18,40.58,30.23
1980,2,2225,OT,F,19.27,29.38,30.23
1980,2,4469,DS,M,52.16,126.15,30.23
1980,2,2224,DM,F,34.75,37.02,30.23
1980,2,-1,DO,M,34.3,52.98,30.23
1980,2,2187,DM,F,36.27,37.14,30.23
1980,2,2232,DS,M,45.19,81.4,30.23
1980,2,2238,DS,M,46.29,79.98,30.23
1980,2,2114,DM,F,35.43,46.62,30.23
1980,2,2133,DM,M,36.22,47.87,30.23
1980,2,1749,DM,F,34.17,40.96,30.23
1980,2,2115,DM,M,36.06,49.36,30.23
1980,2,2234,DS,M,51.56,143.39,30.23
1980,2,2104,DM,F,35.98,36.46,30.23
1980,2,2065,DM,M,36.75,41.78,30.23
1980,2,2055,DM,F,35.44,38.59,30.23
1980,2,2127,DM,M,37.87,51.15,30.23
1980,2,2130,DM,F,36.1,39.55,30.23
1980,2,2035,DM,M,37.3,,30.23
1980,2,2215,PE,F,21.09,21.01,30.23
1980,2,2195,OL,F,23.75,41.43,30.23
1980,2,2084,OL,M,21.6,40.03,30.23
1980,2,7003,PF,M,14.97,8.43,30.23
1980,2,2188,DM,M,35.5,39.92,30.23
1980,2,2190,OL,F,20.67,33.74,30.23
1980,2,2092,DM,M,37.18,47.18,30.23
1980,2,7002,PF,F,15.64,5.5,30.23
1980,2,2058,OT,M,21.86,26.65,30.23
1980,2,2063,OT,F,20.69,26.19,30.23
1980,2,7110,RM,M,14.76,8.67,30.23
1980,2,-1,DM,M,36.5,51.71,30.23
1980,2,2222,DM,F,36.16,46.26,30.23
1980,2,2216,DS,M,50.8,134.44,30.23
1980,2,4535,DS,F,52.08,136.85,30.23
1980,2,2239,DS,M,51.35,87.68,30.23
1980,2,2174,DM,M,36.87,46.48,30.23
1980,2,9002,PF,M,15.65,7.09,30.23
1980,2,4541,DM,F,36.14,46.98,30.23
1980,2,6100,RM,F,17.77,9.85,30.23
1980,2,2220,DS,M,47.18,71.72,30.23
1980,2,2244,DS,M,53.86,143.64,30.23
1980,2,2112,DM,M,37.49,42.88,30.23
