DATE,LOCATION,SX REF,SPECIES,SEX,NUMBER,FILE,COMMON NAME
04/06/2016,"Andrews Wood, Loddiswell",SX709516,Rhagio tringarius,male,2,2016/2016 June.xls,
04/06/2016,"Andrews Wood, Loddiswell",SX709516,Panorpa sp,female,5,2016/2016 June.xls,Scorpionfly
04/06/2016,"Andrews Wood, Loddiswell",SX709516,Panorpa communis,male,2,2016/2016 June.xls,Scorpionfly
04/06/2016,"Andrews Wood, Loddiswell",SX709516,Chloromyia formosa,male,1,2016/2016 June.xls,Soldierfly
04/06/2016,"Andrews Wood, Loddiswell",SX709516,Arge pagana,,1,2016/2016 June.xls,Sawfly
04/06/2016,"Andrews Wood, Loddiswell",SX709516,Tenthredo mesomelas,,6,2016/2016 June.xls,Sawfly
04/06/2016,"Andrews Wood, Loddiswell",SX709516,Tenthredopsis sp,female,1,2016/2016 June.xls,Sawfly
04/06/2016,"Andrews Wood, Loddiswell",SX709516,Tenthredopsis sp,male,1,2016/2016 June.xls,Sawfly
04/06/2016,"Andrews Wood, Loddiswell",SX709516,Coenagrion puella,,Over 10,2016/2016 June.xls,Azure Damselfly
04/06/2016,"Andrews Wood, Loddiswell",SX709516,Ischnura elegans,male,1,2016/2016 June.xls,Blue-tailed Damselfly
04/06/2016,"Andrews Wood, Loddiswell",SX709516,Pyrrhosoma nymphula,,1,2016/2016 June.xls,Large Red Damselfly
04/06/2016,"Andrews Wood, Loddiswell",SX709516,Pholidoptera griseoaptera,,Over 10,2016/2016 June.xls,Dark Bush Cricket
04/06/2016,"Andrews Wood, Loddiswell",SX709516,Chorthippus parallelus,,Over 10,2016/2016 June.xls,Meadow Grasshopper
04/06/2016,"Andrews Wood, Loddiswell",SX709516,Tetrix subulata,,1,2016/2016 June.xls,Slender Groundhopper
04/06/2016,"Andrews Wood, Loddiswell",SX709516,Coreus marginatus,,5,2016/2016 June.xls,Dock Bug
04/06/2016,"Andrews Wood, Loddiswell",SX709516,Oedemera nobilis,,Over 20,2016/2016 June.xls,Swollen-thighed Beetle
04/06/2016,"Andrews Wood, Loddiswell",SX709516,Tachycixius pilosus,,2,2016/2016 June.xls,Lacehopper
04/06/2016,"Andrews Wood, Loddiswell",SX709516,Eulia ministrana,,1,2016/2016 June.xls,Moth
04/06/2016,"Andrews Wood, Loddiswell",SX709516,Grass Moths unidentified,,Over 50,2016/2016 June.xls,Moth
04/06/2016,"Andrews Wood, Loddiswell",SX709516,Pieris napi,,2,2016/2016 June.xls,Green-veined White
04/06/2016,"Andrews Wood, Loddiswell",SX709516,Pararge aegeria,,2,2016/2016 June.xls,Speckled Wood
05/06/2016,"Andrews Wood, Loddiswell, West Field",SX705516,Cheilosia impressa,male,2,2016/2016 June.xls,
05/06/2016,"Andrews Wood, Loddiswell, West Field",SX705516,Cheilosia variabilis,male,1,2016/2016 June.xls,
05/06/2016,"Andrews Wood, Loddiswell, West Field",SX705516,Rhingia campestris,female,2,2016/2016 June.xls,
05/06/2016,"Andrews Wood, Loddiswell, West Field",SX705516,Sericomyia silentis,female,1,2016/2016 June.xls,
05/06/2016,"Andrews Wood, Loddiswell, West Field",SX705516,Xanthogramma pedissequum,male,1,2016/2016 June.xls,
05/06/2016,"Andrews Wood, Loddiswell, West Field",SX705516,Xylota segnis,male,1,2016/2016 June.xls,
05/06/2016,"Andrews Wood, Loddiswell, West Field",SX705516,Chrysopilus cristatus,female,2,2016/2016 June.xls,Black Snipefly
05/06/2016,"Andrews Wood, Loddiswell, West Field",SX705516,Chrysopilus cristatus,male,6,2016/2016 June.xls,Black Snipefly
05/06/2016,"Andrews Wood, Loddiswell, West Field",SX705516,Dolichopus sp,,Over 10,2016/2016 June.xls,
05/06/2016,"Andrews Wood, Loddiswell, West Field",SX705516,Empis tessellata,,4,2016/2016 June.xls,
05/06/2016,"Andrews Wood, Loddiswell, West Field",SX705516,Dicranomyia sp,,1,2016/2016 June.xls,Cranefly
05/06/2016,"Andrews Wood, Loddiswell, West Field",SX705516,Eloeophila maculata,male,1,2016/2016 June.xls,Cranefly
05/06/2016,"Andrews Wood, Loddiswell, West Field",SX705516,Tipula lunata,male,3,2016/2016 June.xls,Cranefly
05/06/2016,"Andrews Wood, Loddiswell, West Field",SX705516,Tipula paludosa,male,2,2016/2016 June.xls,Cranefly
05/06/2016,"Andrews Wood, Loddiswell, West Field",SX705516,Bombylius major,,1,2016/2016 June.xls,Bee Fly
05/06/2016,"Andrews Wood, Loddiswell, West Field",SX705516,Rhagio tringarius,female,2,2016/2016 June.xls,
05/06/2016,"Andrews Wood, Loddiswell, West Field",SX705516,Pollenia sp,,3,2016/2016 June.xls,
05/06/2016,"Andrews Wood, Loddiswell, West Field",SX705516,Sicus ferrugineus,,1,2016/2016 June.xls,
05/06/2016,"Andrews Wood, Loddiswell, West Field",SX705516,Panorpa sp,female,3,2016/2016 June.xls,Scorpionfly
05/06/2016,"Andrews Wood, Loddiswell, West Field",SX705516,Exorista larvarum,,3,2016/2016 June.xls,Tachinidae
05/06/2016,"Andrews Wood, Loddiswell, West Field",SX705516,Tenthredo mesomelas,,1,2016/2016 June.xls,Sawfly
05/06/2016,"Andrews Wood, Loddiswell, West Field",SX705516,Timarcha tenebricosa,,1,2016/2016 June.xls,Bloody-nosed Beetle
05/06/2016,"Andrews Wood, Loddiswell, West Field",SX705516,Cantharis pallida,,1,2016/2016 June.xls,
05/06/2016,"Andrews Wood, Loddiswell, West Field",SX705516,Oedemera nobilis,,Over 10,2016/2016 June.xls,Swollen-thighed Beetle
05/06/2016,"Andrews Wood, Loddiswell, West Field",SX705516,Ichneumon unidentified,,3,2016/2016 June.xls,
05/06/2016,"Andrews Wood, Loddiswell, West Field",SX705516,Coreus marginatus,,4,2016/2016 June.xls,Dock Bug
05/06/2016,"Andrews Wood, Loddiswell, West Field",SX705516,Unidentified bug nymph,,1,2016/2016 June.xls,
05/06/2016,"Andrews Wood, Loddiswell, West Field",SX705516,Piezodorus lituratus,,1,2016/2016 June.xls,Gorse Shieldbug
05/06/2016,"Andrews Wood, Loddiswell, West Field",SX705516,Pyrrhosoma nymphula,,1,2016/2016 June.xls,Large Red Damselfly
05/06/2016,"Andrews Wood, Loddiswell, West Field",SX705516,Common Carpet,,6,2016/2016 June.xls,Moth
05/06/2016,"Andrews Wood, Loddiswell, West Field",SX705516,Epiblema sp,,1,2016/2016 June.xls,Moth
05/06/2016,"Andrews Wood, Loddiswell, West Field",SX705516,Pieris napi,,1,2016/2016 June.xls,Green-veined White
05/06/2016,"Andrews Wood, Loddiswell, West Field",SX705516,Ochlodes venatus,,1,2016/2016 June.xls,Large Skipper
05/06/2016,"Andrews Wood, Loddiswell, West Field",SX705516,Vanessa atalanta,,1,2016/2016 June.xls,Red Admiral
05/06/2016,"Andrews Wood, Loddiswell, West Field",SX705516,Pararge aegeria,,2,2016/2016 June.xls,Speckled Wood
05/06/2016,"Andrews Wood, Loddiswell, West Field",SX705516,Philodromus sp,,1,2016/2016 June.xls,Spider
05/06/2016,"Andrews Wood, Loddiswell, West Field",SX705516,Xysticus sp,,1,2016/2016 June.xls,Spider
05/06/2016,"Andrews Wood, Loddiswell, West Field",SX705516,Pardosa sp,female,Over 20,2016/2016 June.xls,Spider
08/06/2016,"Soar Mill Cove, Salcombe",SX696376,Cheilosia illustrata,male,2,2016/2016 June.xls,
08/06/2016,"Soar Mill Cove, Salcombe",SX696376,Cheilosia variabilis,male,3,2016/2016 June.xls,
08/06/2016,"Soar Mill Cove, Salcombe",SX696376,Volucella bombylans,male,2,2016/2016 June.xls,
08/06/2016,"Soar Mill Cove, Salcombe",SX696376,Xanthogramma citrofasciatum,female,2,2016/2016 June.xls,
08/06/2016,"Soar Mill Cove, Salcombe",SX696376,Tipula (Yamatotipula),male,1,2016/2016 June.xls,Cranefly
08/06/2016,"Soar Mill Cove, Salcombe",SX696376,Tipula paludosa,male,3,2016/2016 June.xls,Cranefly
08/06/2016,"Soar Mill Cove, Salcombe",SX696376,Tenthredo livida,,1,2016/2016 June.xls,Sawfly
08/06/2016,"Soar Mill Cove, Salcombe",SX696376,Panorpa sp,female,2,2016/2016 June.xls,Scorpionfly
08/06/2016,"Soar Mill Cove, Salcombe",SX696376,Sicus ferrugineus,,1,2016/2016 June.xls,
08/06/2016,"Soar Mill Cove, Salcombe",SX696376,Nomada marshamella,female,1,2016/2016 June.xls,
08/06/2016,"Soar Mill Cove, Salcombe",SX696376,Clytus arietis,,2,2016/2016 June.xls,Wasp Beetle
08/06/2016,"Soar Mill Cove, Salcombe",SX696376,Andrena cineraria,,1,2016/2016 June.xls,
08/06/2016,"Soar Mill Cove, Salcombe",SX696376,Andrena sp,,1,2016/2016 June.xls,
08/06/2016,"Soar Mill Cove, Salcombe",SX696376,Leptophyes punctatissima,male,2,2016/2016 June.xls,Speckled Bush Cricket
08/06/2016,"Soar Mill Cove, Salcombe",SX696376,Pholidoptera griseoaptera,,3,2016/2016 June.xls,Dark Bush Cricket
08/06/2016,"Soar Mill Cove, Salcombe",SX696376,Pseudopanthera macularia,,Over 10,2016/2016 June.xls,Speckled Yellow Moth
08/06/2016,"Soar Mill Cove, Salcombe",SX696376,Polyommatus icarus,,1,2016/2016 June.xls,Common Blue
08/06/2016,"Soar Mill Cove, Salcombe",SX696376,Ochlodes venatus,,1,2016/2016 June.xls,Large Skipper
08/06/2016,"Soar Mill Cove, Salcombe",SX696376,Vanessa atalanta,,2,2016/2016 June.xls,Red Admiral
08/06/2016,"Soar Mill Cove, Salcombe",SX696376,Lycaena phlaeas,,1,2016/2016 June.xls,Small Copper
08/06/2016,"Soar Mill Cove, Salcombe",SX696376,Pararge aegeria,,2,2016/2016 June.xls,Speckled Wood
08/06/2016,"Soar Mill Cove, Salcombe",SX696376,Tetragnatha montana,,1,2016/2016 June.xls,Spider
12/06/2016,"Main Road, Salcombe",SX731385,Lacanobia oleracea,,2,2016/2016 June.xls,Bright-line Brown-eye
12/06/2016,"Main Road, Salcombe",SX731385,Opisthograptis luteolata,,4,2016/2016 June.xls,Brimstone
12/06/2016,"Main Road, Salcombe",SX731385,Spilosoma luteum,,2,2016/2016 June.xls,Buff Ermine
12/06/2016,"Main Road, Salcombe",SX731385,Chloroclysta truncata,,5,2016/2016 June.xls,Common Marbled Carpet
12/06/2016,"Main Road, Salcombe",SX731385,Cabera pusaria,,1,2016/2016 June.xls,Common White Wave
12/06/2016,"Main Road, Salcombe",SX731385,Agrotis exclamation,,4,2016/2016 June.xls,Heart & Dart
12/06/2016,"Main Road, Salcombe",SX731385,Diarsia mendica,,2,2016/2016 June.xls,Ingrailed Clay
12/06/2016,"Main Road, Salcombe",SX731385,Thera cupressata,,1,2016/2016 June.xls,Cypress Carpet
12/06/2016,"Main Road, Salcombe",SX731385,Noctua pronuba,,1,2016/2016 June.xls,Large Yellow Underwing
12/06/2016,"Main Road, Salcombe",SX731385,Notodonta dromedarius,,1,2016/2016 June.xls,Iron Prominent
12/06/2016,"Main Road, Salcombe",SX731385,Campaea margaritata,,1,2016/2016 June.xls,Light Emerald
12/06/2016,"Main Road, Salcombe",SX731385,Spectacle,,1,2016/2016 June.xls,
12/06/2016,"Main Road, Salcombe",SX731385,Eilema sorrorcula,,2,2016/2016 June.xls,Orange Footman
12/06/2016,"Main Road, Salcombe",SX731385,Callitera pudibunda,,3,2016/2016 June.xls,Pale Tussock
12/06/2016,"Main Road, Salcombe",SX731385,Melanthia procellata,,1,2016/2016 June.xls,Pretty Chalk Carpet
12/06/2016,"Main Road, Salcombe",SX731385,Odontopera bidentata,,2,2016/2016 June.xls,Scalloped Hazel
12/06/2016,"Main Road, Salcombe",SX731385,Xestia c -nigrum,,1,2016/2016 June.xls,Setaceous Hebrew Character
12/06/2016,"Main Road, Salcombe",SX731385,Autographa gamma,,2,2016/2016 June.xls,Silver Y
12/06/2016,"Main Road, Salcombe",SX731385,Charanyca trigrammica,,3,2016/2016 June.xls,Treble Lines
12/06/2016,"Main Road, Salcombe",SX731385,Ligdia adjustata,,1,2016/2016 June.xls,Scorched Carpet
12/06/2016,"Main Road, Salcombe",SX731385,Spilosoma lubricipeda,,2,2016/2016 June.xls,White Ermine
12/06/2016,"Main Road, Salcombe",SX731385,Peribatodes rhomboidaria,,1,2016/2016 June.xls,Willow Beauty
12/06/2016,"Main Road, Salcombe",SX731385,Catarhoe rubidata,,1,2016/2016 June.xls,Ruddy Carpet
16/06/2016,South Milton Reedbed,SX686423,Cheilosia albitarsis/ranunculi,female,2,2016/2016 June.xls,
16/06/2016,South Milton Reedbed,SX686423,Cheilosia illustrata,male,2,2016/2016 June.xls,
16/06/2016,South Milton Reedbed,SX686423,Cheilosia variabilis,male,5,2016/2016 June.xls,
16/06/2016,South Milton Reedbed,SX686423,Episyrphus balteatus,male,2,2016/2016 June.xls,
16/06/2016,South Milton Reedbed,SX686423,Eristalis arbustorum,female,3,2016/2016 June.xls,
16/06/2016,South Milton Reedbed,SX686423,Eupeodes corollae,female,1,2016/2016 June.xls,
16/06/2016,South Milton Reedbed,SX686423,Eupeodes corollae,male,1,2016/2016 June.xls,
16/06/2016,South Milton Reedbed,SX686423,Helophilus pendulus,female,2,2016/2016 June.xls,
16/06/2016,South Milton Reedbed,SX686423,Tropidia scita,female,8,2016/2016 June.xls,
16/06/2016,South Milton Reedbed,SX686423,Tropidia scita,male,Over 10,2016/2016 June.xls,
16/06/2016,South Milton Reedbed,SX686423,Chrysopilus cristatus,female,3,2016/2016 June.xls,Black Snipefly
16/06/2016,South Milton Reedbed,SX686423,Chloromyia formosa,male,2,2016/2016 June.xls,Broad Centurion Soldierfly
16/06/2016,South Milton Reedbed,SX686423,Athalia sp,,1,2016/2016 June.xls,
16/06/2016,South Milton Reedbed,SX686423,Sarcophaga sp,,6,2016/2016 June.xls,Flesh Fly
16/06/2016,South Milton Reedbed,SX686423,Nephrotoma flavescens,female,1,2016/2016 June.xls,Cranefly
16/06/2016,South Milton Reedbed,SX686423,Tipula paludosa,female,1,2016/2016 June.xls,Cranefly
16/06/2016,South Milton Reedbed,SX686423,Rhagio scolopaceus,male,3,2016/2016 June.xls,Snipefly
16/06/2016,South Milton Reedbed,SX686423,Calameuta filiformis,,4,2016/2016 June.xls,Sawfly
16/06/2016,South Milton Reedbed,SX686423,Tenthredo mesomelas,,2,2016/2016 June.xls,Sawfly
16/06/2016,South Milton Reedbed,SX686423,Propylea 14-punctata,,2,2016/2016 June.xls,14 spot Ladybird
16/06/2016,South Milton Reedbed,SX686423,Coreus marginatus,,3,2016/2016 June.xls,Dock Bug
16/06/2016,South Milton Reedbed,SX686423,Hemicrepidius hirtus,,1,2016/2016 June.xls,Black Click Beetle
16/06/2016,South Milton Reedbed,SX686423,Timarcha tenebricosa,,1,2016/2016 June.xls,Bloody-nosed Beetle
16/06/2016,South Milton Reedbed,SX686423,Cantharis pallida,,1,2016/2016 June.xls,
16/06/2016,South Milton Reedbed,SX686423,Cantharis nigra variety flavilabris,,2,2016/2016 June.xls,
16/06/2016,South Milton Reedbed,SX686423,Pyrochroa serraticornis,,2,2016/2016 June.xls,Red-headed Cardinal Beetle
16/06/2016,South Milton Reedbed,SX686423,Paederus littoralis,,1,2016/2016 June.xls,
16/06/2016,South Milton Reedbed,SX686423,Ischnura elegans,,1,2016/2016 June.xls,Blue-tailed Damselfly
16/06/2016,South Milton Reedbed,SX686423,Chrysis ignita agg.,,2,2016/2016 June.xls,Ruby-tailed Wasp
16/06/2016,South Milton Reedbed,SX686423,Malacosoma neustria,,1,2016/2016 June.xls,Lackey Moth
16/06/2016,South Milton Reedbed,SX686423,Euthrix potatoria,,2,2016/2016 June.xls,Drinker Moth
16/06/2016,South Milton Reedbed,SX686423,Depressaria daucella Caterpillar,,1,2016/2016 June.xls,
16/06/2016,South Milton Reedbed,SX686423,Ochlodes venatus,,2,2016/2016 June.xls,Large Skipper
16/06/2016,South Milton Reedbed,SX686423,Vanessa cardui,,1,2016/2016 June.xls,Painted Lady
16/06/2016,South Milton Reedbed,SX686423,Vanessa atalanta,,3,2016/2016 June.xls,Red Admiral
16/06/2016,South Milton Reedbed,SX686423,Anthocharis cardamines,,2,2016/2016 June.xls,Orange Tip
16/06/2016,South Milton Reedbed,SX686423,Pararge aegeria,,4,2016/2016 June.xls,Speckled Wood
18/06/2016,"Andrews Wood, Loddiswell",SX709516,Cheilosia impressa,male,1,2016/2016 June.xls,
18/06/2016,"Andrews Wood, Loddiswell",SX709516,Cheilosia variabilis,male,4,2016/2016 June.xls,
18/06/2016,"Andrews Wood, Loddiswell",SX709516,Episyrphus balteatus,male,3,2016/2016 June.xls,
18/06/2016,"Andrews Wood, Loddiswell",SX709516,Eristalis pertinax,female,1,2016/2016 June.xls,
18/06/2016,"Andrews Wood, Loddiswell",SX709516,Helophilus pendulus,female,1,2016/2016 June.xls,
18/06/2016,"Andrews Wood, Loddiswell",SX709516,Helophilus pendulus,male,2,2016/2016 June.xls,
18/06/2016,"Andrews Wood, Loddiswell",SX709516,Meliscaeva auricollis,male,1,2016/2016 June.xls,
18/06/2016,"Andrews Wood, Loddiswell",SX709516,Sericomyia silentis,female,1,2016/2016 June.xls,
18/06/2016,"Andrews Wood, Loddiswell",SX709516,Volucella bombylans,male,2,2016/2016 June.xls,
18/06/2016,"Andrews Wood, Loddiswell",SX709516,Volucella pellucens,female,1,2016/2016 June.xls,
18/06/2016,"Andrews Wood, Loddiswell",SX709516,Chrysopilus cristatus,female,Over 20,2016/2016 June.xls,Black Snipefly
18/06/2016,"Andrews Wood, Loddiswell",SX709516,Chrysopilus cristatus,male,Over 20,2016/2016 June.xls,Black Snipefly
18/06/2016,"Andrews Wood, Loddiswell",SX709516,Ptychoptera lacustris,male,4,2016/2016 June.xls,Cranefly
18/06/2016,"Andrews Wood, Loddiswell",SX709516,Tipula paludosa,female,2,2016/2016 June.xls,Cranefly
18/06/2016,"Andrews Wood, Loddiswell",SX709516,Tipula (Yamatotipula) lateralis,female,2,2016/2016 June.xls,Cranefly
18/06/2016,"Andrews Wood, Loddiswell",SX709516,Phaonia pallpallida,,1,2016/2016 June.xls,
18/06/2016,"Andrews Wood, Loddiswell",SX709516,Epicampocera succincta,,1,2016/2016 June.xls,Tachinidae
18/06/2016,"Andrews Wood, Loddiswell",SX709516,Rhagio tringarius,male,4,2016/2016 June.xls,
18/06/2016,"Andrews Wood, Loddiswell",SX709516,Panorpa communis,male,3,2016/2016 June.xls,Scorpionfly
18/06/2016,"Andrews Wood, Loddiswell",SX709516,Aphrophora alni,,3,2016/2016 June.xls,Alder Spittlebug
18/06/2016,"Andrews Wood, Loddiswell",SX709516,Tetrix sp,,1,2016/2016 June.xls,Groundhopper
18/06/2016,"Andrews Wood, Loddiswell",SX709516,Chorthippus parallelus,,Over 20,2016/2016 June.xls,Meadow Grasshopper
18/06/2016,"Andrews Wood, Loddiswell",SX709516,Pholidoptera griseoaptera,,Over 10,2016/2016 June.xls,Dark Bush Cricket
18/06/2016,"Andrews Wood, Loddiswell",SX709516,Phyllopertha horticola,,5,2016/2016 June.xls,Garden Chafer
18/06/2016,"Andrews Wood, Loddiswell",SX709516,Cantharis nigra variety flavilabris,,,2016/2016 June.xls,
18/06/2016,"Andrews Wood, Loddiswell",SX709516,Cassida murraea,,1,2016/2016 June.xls,Fleabane Tortoise Beetle
18/06/2016,"Andrews Wood, Loddiswell",SX709516,Oedemera nobilis,,Over 10,2016/2016 June.xls,Swollen-thighed Beetle
18/06/2016,"Andrews Wood, Loddiswell",SX709516,Rutpela maculata,,1,2016/2016 June.xls,Yellow and Black Lornhorn Beetle
18/06/2016,"Andrews Wood, Loddiswell",SX709516,Otiorhynchus singularis,,1,2016/2016 June.xls,Clay-coloured Weevil
18/06/2016,"Andrews Wood, Loddiswell",SX709516,Ichneumon unidentified,,2,2016/2016 June.xls,
18/06/2016,"Andrews Wood, Loddiswell",SX709516,Ichneumon deliratoris,,1,2016/2016 June.xls,
18/06/2016,"Andrews Wood, Loddiswell",SX709516,Epiblema sp,,2,2016/2016 June.xls,Moth
18/06/2016,"Andrews Wood, Loddiswell",SX709516,Celypha lacunana,,2,2016/2016 June.xls,Moth
18/06/2016,"Andrews Wood, Loddiswell",SX709516,Large Yellow Underwing,,1,2016/2016 June.xls,Moth
18/06/2016,"Andrews Wood, Loddiswell",SX709516,Malacosoma neustria,,1,2016/2016 June.xls,Lackey Moth
18/06/2016,"Andrews Wood, Loddiswell",SX709516,Coenagrion puella,,6,2016/2016 June.xls,Azure Damselfly
18/06/2016,"Andrews Wood, Loddiswell",SX709516,Ischnura elegans,,2,2016/2016 June.xls,Blue-tailed Damselfly
18/06/2016,"Andrews Wood, Loddiswell",SX709516,Maniola jurtina,,4,2016/2016 June.xls,Meadow Brown
18/06/2016,"Andrews Wood, Loddiswell",SX709516,Vanessa cardui,,1,2016/2016 June.xls,Painted Lady
18/06/2016,"Andrews Wood, Loddiswell",SX709516,Pararge aegeria,,3,2016/2016 June.xls,Speckled Wood
23/06/2016,South Milton Reedbed,SX686423,Episyrphus balteatus,male,4,2016/2016 June.xls,
23/06/2016,South Milton Reedbed,SX686423,Eristalis arbustorum,female,2,2016/2016 June.xls,
23/06/2016,South Milton Reedbed,SX686423,Eristalis pertinax,female,2,2016/2016 June.xls,
23/06/2016,South Milton Reedbed,SX686423,Eristalis tenax,male,1,2016/2016 June.xls,
23/06/2016,South Milton Reedbed,SX686423,Helophilus pendulus,male,3,2016/2016 June.xls,
23/06/2016,South Milton Reedbed,SX686423,Leucozona lucorum ,female,1,2016/2016 June.xls,
23/06/2016,South Milton Reedbed,SX686423,Tropidia scita,female,5,2016/2016 June.xls,
23/06/2016,South Milton Reedbed,SX686423,Tropidia scita,male,Over 10,2016/2016 June.xls,
23/06/2016,South Milton Reedbed,SX686423,Xylota segnis,male,1,2016/2016 June.xls,
23/06/2016,South Milton Reedbed,SX686423,Xylota sylvarum,male,1,2016/2016 June.xls,
23/06/2016,South Milton Reedbed,SX686423,Chrysopilus cristatus,,Over 10,2016/2016 June.xls,Black Snipefly
23/06/2016,South Milton Reedbed,SX686423,Euleia heraclei,,1,2016/2016 June.xls,Celery Fly
23/06/2016,South Milton Reedbed,SX686423,Haematapota pluvialis,female,1,2016/2016 June.xls,Cleg Horsefly
23/06/2016,South Milton Reedbed,SX686423,Pilaria discicollis,,1,2016/2016 June.xls,Cranefly
23/06/2016,South Milton Reedbed,SX686423,Tipula paludosa,,2,2016/2016 June.xls,Cranefly
23/06/2016,South Milton Reedbed,SX686423,Empis tessellata,,Over 10,2016/2016 June.xls,
23/06/2016,South Milton Reedbed,SX686423,Poecilobothus nobilitatus,,Over 10,2016/2016 June.xls,
23/06/2016,South Milton Reedbed,SX686423,Dolichopus sp,,Over 10,2016/2016 June.xls,
23/06/2016,South Milton Reedbed,SX686423,Pollenia sp,,Over 20,2016/2016 June.xls,
23/06/2016,South Milton Reedbed,SX686423,Neris cibaria,,1,2016/2016 June.xls,Stilt-legged Fly
23/06/2016,South Milton Reedbed,SX686423,Rhagio scolopaceus,,8,2016/2016 June.xls,
23/06/2016,South Milton Reedbed,SX686423,Rhagio tringarius,male,1,2016/2016 June.xls,
23/06/2016,South Milton Reedbed,SX686423,Calameuta pallipes,female,1,2016/2016 June.xls,Sawfly
23/06/2016,South Milton Reedbed,SX686423,Ametastegia glabrata,,1,2016/2016 June.xls,Sawfly
23/06/2016,South Milton Reedbed,SX686423,Sicus ferrugineus,,2,2016/2016 June.xls,
23/06/2016,South Milton Reedbed,SX686423,Chloromyia formosa,,Over 10,2016/2016 June.xls,Soldierfly
23/06/2016,South Milton Reedbed,SX686423,Tenthredo sp,,1,2016/2016 June.xls,Sawfly
23/06/2016,South Milton Reedbed,SX686423,Owl Midge,,Over 10,2016/2016 June.xls,
23/06/2016,South Milton Reedbed,SX686423,Timarcha tenebricosa,,8,2016/2016 June.xls,Bloody-nosed Beetle
23/06/2016,South Milton Reedbed,SX686423,Cantharis nigra variety flavilabris,,3,2016/2016 June.xls,
23/06/2016,South Milton Reedbed,SX686423,Cantharis pallida,,1,2016/2016 June.xls,
23/06/2016,South Milton Reedbed,SX686423,Cantharis rufa,,1,2016/2016 June.xls,
23/06/2016,South Milton Reedbed,SX686423,Sphaeroderma testaceum,,1,2016/2016 June.xls,Beetle
23/06/2016,South Milton Reedbed,SX686423,Oedemera nobilis,,Over 10,2016/2016 June.xls,Swollen-thighed Beetle
23/06/2016,South Milton Reedbed,SX686423,Paederus littoralis,,2,2016/2016 June.xls,
23/06/2016,South Milton Reedbed,SX686423,Rutpela maculata,,1,2016/2016 June.xls,Yellow and Black Lornhorn Beetle
23/06/2016,South Milton Reedbed,SX686423,Clytus arietis,,1,2016/2016 June.xls,Wasp Beetle
23/06/2016,South Milton Reedbed,SX686423,Shieldbug nymphs,,4,2016/2016 June.xls,
23/06/2016,South Milton Reedbed,SX686423,Coreus marginatus,,8,2016/2016 June.xls,Dock Bug
23/06/2016,South Milton Reedbed,SX686423,Pholidoptera griseoaptera,,Over 10,2016/2016 June.xls,Dark Bush Cricket
23/06/2016,South Milton Reedbed,SX686423,Chorthippus parallelus,,Over 10,2016/2016 June.xls,Meadow Grasshopper
23/06/2016,South Milton Reedbed,SX686423,Tetrix undulata,,1,2016/2016 June.xls,Common Groundhopper
23/06/2016,South Milton Reedbed,SX686423,Depressaria daucella Caterpillar,,3,2016/2016 June.xls,Moth
23/06/2016,South Milton Reedbed,SX686423,Weevil larva in latticework cocoon ,,1,2016/2016 June.xls,
23/06/2016,South Milton Reedbed,SX686423,Malacosoma neustria,,1,2016/2016 June.xls,Lackey Moth
23/06/2016,South Milton Reedbed,SX686423,Ochlodes venatus,,1,2016/2016 June.xls,Large Skipper
23/06/2016,South Milton Reedbed,SX686423,Anthocharis cardamines,,2,2016/2016 June.xls,Orange Tip
23/06/2016,South Milton Reedbed,SX686423,Vanessa atalanta,,1,2016/2016 June.xls,Red Admiral
23/06/2016,South Milton Reedbed,SX686423,Aglais urticae,,1,2016/2016 June.xls,Small Tortoiseshell
23/06/2016,South Milton Reedbed,SX686423,Timandra comae,,2,2016/2016 June.xls,Blood-vein Moth
23/06/2016,South Milton Reedbed,SX686423,Rivula sericalis,,1,2016/2016 June.xls,Straw Dot Moth
23/06/2016,South Milton Reedbed,SX686423,Rhodometra sacraria,,1,2016/2016 June.xls,Vestal Moth
23/06/2016,South Milton Reedbed,SX686423,Platybunus triangularis,,1,2016/2016 June.xls,Harvestman
23/06/2016,South Milton Reedbed,SX686423,Enoplognatha ovata,,1,2016/2016 June.xls,
23/06/2016,South Milton Reedbed,SX686423,Pisaura mirabilis,,2,2016/2016 June.xls,
23/06/2016,South Milton Reedbed,SX686423,Bombus hypnorum,,1,2016/2016 June.xls,
27/06/2016,"Andrews Wood, Loddiswell, west field",SX705516,Cheilosia albitarsis/ranunculi,female,2,2016/2016 June.xls,
27/06/2016,"Andrews Wood, Loddiswell, west field",SX705516,Cheilosia illustrata,female,1,2016/2016 June.xls,
27/06/2016,"Andrews Wood, Loddiswell, west field",SX705516,Dasysyrphus tricinctus,female,1,2016/2016 June.xls,
27/06/2016,"Andrews Wood, Loddiswell, west field",SX705516,Episyrphus balteatus,female,4,2016/2016 June.xls,
27/06/2016,"Andrews Wood, Loddiswell, west field",SX705516,Myathropa florea,female,1,2016/2016 June.xls,
27/06/2016,"Andrews Wood, Loddiswell, west field",SX705516,Volucella bombylans,male,3,2016/2016 June.xls,
27/06/2016,"Andrews Wood, Loddiswell, west field",SX705516,Chrysopilus cristatus,,Over 10,2016/2016 June.xls,Black Snipefly
27/06/2016,"Andrews Wood, Loddiswell, west field",SX705516,Haematapota pluvialis ,,Over 10,2016/2016 June.xls,Cleg Horsefly
