DATE,LOCATION,SX REF,SPECIES,SEX,NUMBER,FILE,COMMON NAME
02/09/2013,"Main Road, Salcombe",SX709516,Arctophila superbiens,male,1,2013/September 2013.xls,
02/09/2013,"Main Road, Salcombe",SX709516,Eristalis arbustorum,female,Over 20,2013/September 2013.xls,
02/09/2013,"Main Road, Salcombe",SX709516,Eristalis arbustorum,male,Over 20,2013/September 2013.xls,
02/09/2013,"Main Road, Salcombe",SX709516,Eristalis horticola,female,4,2013/September 2013.xls,
02/09/2013,"Main Road, Salcombe",SX709516,Eristalis horticola,male,2,2013/September 2013.xls,
02/09/2013,"Main Road, Salcombe",SX709516,Eristalis nemorum,female,8,2013/September 2013.xls,
02/09/2013,"Main Road, Salcombe",SX709516,Eristalis nemorum,male,3,2013/September 2013.xls,
02/09/2013,"Main Road, Salcombe",SX709516,Eristalis pertinax ,female,Over 10,2013/September 2013.xls,
02/09/2013,"Main Road, Salcombe",SX709516,Eristalis pertinax ,male,Over 20,2013/September 2013.xls,
02/09/2013,"Main Road, Salcombe",SX709516,Eristalis tenax,female,3,2013/September 2013.xls,
02/09/2013,"Main Road, Salcombe",SX709516,Eristalinus sepulchralis,female,2,2013/September 2013.xls,
02/09/2013,"Main Road, Salcombe",SX709516,Helophilus pendulus,female,8,2013/September 2013.xls,
02/09/2013,"Andrews Wood, Loddiswell",SX709516,Helophilus pendulus,male,Over 10,2013/September 2013.xls,
02/09/2013,"Andrews Wood, Loddiswell",SX709516,Melanstoma scalare,female,2,2013/September 2013.xls,
02/09/2013,"Andrews Wood, Loddiswell",SX709516,Meliscaeva auricollis,male,1,2013/September 2013.xls,
02/09/2013,"Andrews Wood, Loddiswell",SX709516,Meliscaeva cinctella,male,1,2013/September 2013.xls,
02/09/2013,"Andrews Wood, Loddiswell",SX709516,Myathropa florea,female,5,2013/September 2013.xls,
02/09/2013,"Andrews Wood, Loddiswell",SX709516,Myathropa florea,male,3,2013/September 2013.xls,
02/09/2013,"Andrews Wood, Loddiswell",SX709516,Platycheirus albimanus,female,4,2013/September 2013.xls,
02/09/2013,"Andrews Wood, Loddiswell",SX709516,Platycheirus granditarsus,female,8,2013/September 2013.xls,
02/09/2013,"Andrews Wood, Loddiswell",SX709516,Platycheirus granditarsus,male,1,2013/September 2013.xls,
02/09/2013,"Andrews Wood, Loddiswell",SX709516,Scaeva pyrastri ,female,2,2013/September 2013.xls,
02/09/2013,"Andrews Wood, Loddiswell",SX709516,Sericomyia silentis,male,8,2013/September 2013.xls,
02/09/2013,"Andrews Wood, Loddiswell",SX709516,Sphaerophoria scripta,male,2,2013/September 2013.xls,
02/09/2013,"Andrews Wood, Loddiswell",SX709516,Syritta pipiens,female,Over 20,2013/September 2013.xls,
02/09/2013,"Andrews Wood, Loddiswell",SX709516,Syritta pipiens,male,Over 20,2013/September 2013.xls,
02/09/2013,"Andrews Wood, Loddiswell",SX709516,Syrphus ribesii,female,Over 10,2013/September 2013.xls,
02/09/2013,"Andrews Wood, Loddiswell",SX709516,Gonepteryx rhamni,,4,2013/September 2013.xls,Brimstone
02/09/2013,"Andrews Wood, Loddiswell",SX709516,Colias croceus,,1,2013/September 2013.xls,Clouded Yellow
02/09/2013,"Andrews Wood, Loddiswell",SX709516,Pieris napi,,8,2013/September 2013.xls,Green-veined White
02/09/2013,"Andrews Wood, Loddiswell",SX709516,Maniola jurtina,,Over 10,2013/September 2013.xls,Meadow Brown
02/09/2013,"Andrews Wood, Loddiswell",SX709516,Aglais urticae,,6,2013/September 2013.xls,Small Tortoiseshell
02/09/2013,"Andrews Wood, Loddiswell",SX709516,Pieris rapae,,Over 20,2013/September 2013.xls,Small White
02/09/2013,"Andrews Wood, Loddiswell",SX709516,Pararge aegeria,,6,2013/September 2013.xls,Speckled Wood
02/09/2013,"Andrews Wood, Loddiswell",SX709516,Vanessa atalanta,,1,2013/September 2013.xls,Red Admiral
02/09/2013,"Andrews Wood, Loddiswell",SX709516,Chrysoperla carnea,,1,2013/September 2013.xls,Lacewing
02/09/2013,"Andrews Wood, Loddiswell",SX709516,Stomorhina lunata,female,1,2013/September 2013.xls,
02/09/2013,"Andrews Wood, Loddiswell",SX709516,Enallagma cyathigerum,,Over 10,2013/September 2013.xls,Common Blue Damselfly
02/09/2013,"Andrews Wood, Loddiswell",SX709516,Cordulegaster boltoni,,3,2013/September 2013.xls,Golden-ringed Dragonfly
02/09/2013,"Andrews Wood, Loddiswell",SX709516,Ichneumon Wasp ,,2,2013/September 2013.xls,
02/09/2013,"Andrews Wood, Loddiswell",SX709516,Leiobunum rotundum,,Over 10,2013/September 2013.xls,Harvestman
02/09/2013,"Andrews Wood, Loddiswell",SX709516,Phalangium opilio,,Over 20,2013/September 2013.xls,Harvestman
02/09/2013,"Andrews Wood, Loddiswell",SX709516,Mitopus morio,,1,2013/September 2013.xls,Harvestman
02/09/2013,"Andrews Wood, Loddiswell",SX709516,Deraeocoris ruber,,1,2013/September 2013.xls,Bug
02/09/2013,"Andrews Wood, Loddiswell",SX709516,Cassida murraea,,1,2013/September 2013.xls,Tortoise Beetle
04/09/2013,"Andrews Wood, Loddiswell",SX709516,Cheilosia fraterna,female,1,2013/September 2013.xls,
04/09/2013,"Andrews Wood, Loddiswell",SX709516,Episyrphus balteatus,male,1,2013/September 2013.xls,
04/09/2013,"Andrews Wood, Loddiswell",SX709516,Eristalinus sepulchralis,female,2,2013/September 2013.xls,
04/09/2013,"Andrews Wood, Loddiswell",SX709516,Eristalis arbustorum,female,Over 20,2013/September 2013.xls,
04/09/2013,"Andrews Wood, Loddiswell",SX709516,Eristalis arbustorum,male,Over 10,2013/September 2013.xls,
04/09/2013,"Andrews Wood, Loddiswell",SX709516,Eristalis horticola,female,3,2013/September 2013.xls,
04/09/2013,"Andrews Wood, Loddiswell",SX709516,Eristalis nemorum,female,5,2013/September 2013.xls,
04/09/2013,"Andrews Wood, Loddiswell",SX709516,Eristalis nemorum,male,3,2013/September 2013.xls,
04/09/2013,"Andrews Wood, Loddiswell",SX709516,Eristalis pertinax ,female,Over 10,2013/September 2013.xls,
04/09/2013,"Andrews Wood, Loddiswell",SX709516,Eristalis pertinax ,male,Over 20,2013/September 2013.xls,
04/09/2013,"Andrews Wood, Loddiswell",SX709516,Eristalis tenax,female,Over 10,2013/September 2013.xls,
04/09/2013,"Andrews Wood, Loddiswell",SX709516,Eristalis tenax,male,4,2013/September 2013.xls,
04/09/2013,"Andrews Wood, Loddiswell",SX709516,Helophilus pendulus,male,5,2013/September 2013.xls,
04/09/2013,"Andrews Wood, Loddiswell",SX709516,Leucozona glaucia,female,6,2013/September 2013.xls,
04/09/2013,"Andrews Wood, Loddiswell",SX709516,Myathropa florea,female,4,2013/September 2013.xls,
04/09/2013,"Andrews Wood, Loddiswell",SX709516,Platycheirus albimanus,female,6,2013/September 2013.xls,
04/09/2013,"Andrews Wood, Loddiswell",SX709516,Platycheirus albimanus,male,1,2013/September 2013.xls,
04/09/2013,"Andrews Wood, Loddiswell",SX709516,Platycheirus granditarsus,female,Over 10,2013/September 2013.xls,
04/09/2013,"Andrews Wood, Loddiswell",SX709516,Platycheirus manicatus,female,Over 10,2013/September 2013.xls,
04/09/2013,"Andrews Wood, Loddiswell",SX709516,Platycheirus rosarum,male,1,2013/September 2013.xls,
04/09/2013,"Andrews Wood, Loddiswell",SX709516,Sericomyia silentis,female,1,2013/September 2013.xls,
04/09/2013,"Andrews Wood, Loddiswell",SX709516,Sericomyia silentis,male,8,2013/September 2013.xls,
04/09/2013,"Andrews Wood, Loddiswell",SX709516,Sphaerophoria sp,male,1,2013/September 2013.xls,
04/09/2013,"Andrews Wood, Loddiswell",SX709516,Syritta pipiens,female,Over 10,2013/September 2013.xls,
04/09/2013,"Andrews Wood, Loddiswell",SX709516,Syritta pipiens,male,Over 10,2013/September 2013.xls,
04/09/2013,"Andrews Wood, Loddiswell",SX709516,Syrphus ribesii,female,Over 10,2013/September 2013.xls,
04/09/2013,"Andrews Wood, Loddiswell",SX709516,Volucella bombylans,female,1,2013/September 2013.xls,
04/09/2013,"Andrews Wood, Loddiswell",SX709516,Maniola jurtina,,Over 10,2013/September 2013.xls,Meadow Brown
04/09/2013,"Andrews Wood, Loddiswell",SX709516,Vanessa cardui,,1,2013/September 2013.xls,Painted Lady
04/09/2013,"Andrews Wood, Loddiswell",SX709516,Aglais urticae,,3,2013/September 2013.xls,Small Tortoiseshell
04/09/2013,"Andrews Wood, Loddiswell",SX709516,Pieris rapae,,Over 10,2013/September 2013.xls,Small White
04/09/2013,"Andrews Wood, Loddiswell",SX709516,Pararge aegeria,,5,2013/September 2013.xls,Speckled Wood
04/09/2013,"Andrews Wood, Loddiswell",SX709516,Cordulegaster boltoni,male,4,2013/September 2013.xls,Golden-ringed Dragonfly
04/09/2013,"Andrews Wood, Loddiswell",SX709516,Chorthippus parallelus,,Over 20,2013/September 2013.xls,Meadow Grasshopper
04/09/2013,"Andrews Wood, Loddiswell",SX709516,Chorthippus brunneus,,1,2013/September 2013.xls,Field Grasshopper
04/09/2013,"Andrews Wood, Loddiswell",SX709516,Yamatotipula lateralis,,6,2013/September 2013.xls,Cranefly
04/09/2013,"Andrews Wood, Loddiswell",SX709516,Vespula germanica,,1,2013/September 2013.xls,German Wasp
04/09/2013,"Andrews Wood, Loddiswell",SX709516,Bloody-nosed Beetle,,1,2013/September 2013.xls,
04/09/2013,"Andrews Wood, Loddiswell",SX709516,Amber Snail,,1,2013/September 2013.xls,
06/09/2013,Aveton Gifford Marsh,SX690469,Eristalinus sepulchralis,female,3,2013/September 2013.xls,
06/09/2013,Aveton Gifford Marsh,SX690469,Eristalis nemorum,female,4,2013/September 2013.xls,
06/09/2013,Aveton Gifford Marsh,SX690469,Eristalis nemorum,male,1,2013/September 2013.xls,
06/09/2013,Aveton Gifford Marsh,SX690469,Eristalis pertinax ,male,2,2013/September 2013.xls,
06/09/2013,Aveton Gifford Marsh,SX690469,Eristalis tenax,female,8,2013/September 2013.xls,
06/09/2013,Aveton Gifford Marsh,SX690469,Helophilus pendulus,male,2,2013/September 2013.xls,
06/09/2013,Aveton Gifford Marsh,SX690469,Platycheirus granditarsus,female,4,2013/September 2013.xls,
06/09/2013,Aveton Gifford Marsh,SX690469,Platycheirus peltatus ,male,1,2013/September 2013.xls,
06/09/2013,Aveton Gifford Marsh,SX690469,Rhingia campestris,female,1,2013/September 2013.xls,
06/09/2013,Aveton Gifford Marsh,SX690469,Rhingia campestris,male,2,2013/September 2013.xls,
06/09/2013,Aveton Gifford Marsh,SX690469,Sericomyia silentis,male,1,2013/September 2013.xls,
06/09/2013,Aveton Gifford Marsh,SX690469,Syrphus ribesii,female,8,2013/September 2013.xls,
06/09/2013,Aveton Gifford Marsh,SX690469,Colias croceus,,2,2013/September 2013.xls,Clouded Yellow
06/09/2013,Aveton Gifford Marsh,SX690469,Sympetrum striolatum,male,2,2013/September 2013.xls,Common Darter
06/09/2013,Aveton Gifford Marsh,SX690469,Ichneumon Wasp ,,1,2013/September 2013.xls,
06/09/2013,Aveton Gifford Marsh,SX690469,Chorthippus parallelus,,Over 10,2013/September 2013.xls,Meadow Grasshopper
10/09/2013,"Andrews Wood, Loddiswell",SX709516,Cheilosia pagana,female,1,2013/September 2013.xls,
10/09/2013,"Andrews Wood, Loddiswell",SX709516,Episyrphus balteatus,male,1,2013/September 2013.xls,
10/09/2013,"Andrews Wood, Loddiswell",SX709516,Eristalis arbustorum,female,Over 20,2013/September 2013.xls,
10/09/2013,"Andrews Wood, Loddiswell",SX709516,Eristalis arbustorum,male,Over 20,2013/September 2013.xls,
10/09/2013,"Andrews Wood, Loddiswell",SX709516,Eristalis horticola,female,2,2013/September 2013.xls,
10/09/2013,"Andrews Wood, Loddiswell",SX709516,Eristalis pertinax ,female,Over 20,2013/September 2013.xls,
10/09/2013,"Andrews Wood, Loddiswell",SX709516,Eristalis pertinax ,male,Over 20,2013/September 2013.xls,
10/09/2013,"Andrews Wood, Loddiswell",SX709516,Eristalis tenax,female,Over 20,2013/September 2013.xls,
10/09/2013,"Andrews Wood, Loddiswell",SX709516,Eristalis tenax,male,Over 10,2013/September 2013.xls,
10/09/2013,"Andrews Wood, Loddiswell",SX709516,Helophilus pendulus,female,8,2013/September 2013.xls,
10/09/2013,"Andrews Wood, Loddiswell",SX709516,Helophilus pendulus,male,Over 10,2013/September 2013.xls,
10/09/2013,"Andrews Wood, Loddiswell",SX709516,Leucozona glaucia,female,2,2013/September 2013.xls,
10/09/2013,"Andrews Wood, Loddiswell",SX709516,Melanstoma scalare,female,1,2013/September 2013.xls,
10/09/2013,"Andrews Wood, Loddiswell",SX709516,Meliscaeva cinctella,female,2,2013/September 2013.xls,
10/09/2013,"Andrews Wood, Loddiswell",SX709516,Myathropa florea,female,3,2013/September 2013.xls,
10/09/2013,"Andrews Wood, Loddiswell",SX709516,Myathropa florea,male,2,2013/September 2013.xls,
10/09/2013,"Andrews Wood, Loddiswell",SX709516,Platycheirus albimanus,female,3,2013/September 2013.xls,
10/09/2013,"Andrews Wood, Loddiswell",SX709516,Platycheirus granditarsus,female,4,2013/September 2013.xls,
10/09/2013,"Andrews Wood, Loddiswell",SX709516,Rhingia campestris,female,5,2013/September 2013.xls,
10/09/2013,"Andrews Wood, Loddiswell",SX709516,Rhingia campestris,male,2,2013/September 2013.xls,
10/09/2013,"Andrews Wood, Loddiswell",SX709516,Sericomyia silentis,male,8,2013/September 2013.xls,
10/09/2013,"Andrews Wood, Loddiswell",SX709516,Sphaerophoria sp,male,2,2013/September 2013.xls,
10/09/2013,"Andrews Wood, Loddiswell",SX709516,Syritta pipiens,female,Over 10,2013/September 2013.xls,
10/09/2013,"Andrews Wood, Loddiswell",SX709516,Syritta pipiens,male,Over 10,2013/September 2013.xls,
10/09/2013,"Andrews Wood, Loddiswell",SX709516,Syrphus ribesii,female,3,2013/September 2013.xls,
10/09/2013,"Andrews Wood, Loddiswell",SX709516,Polygonia c-album,,1,2013/September 2013.xls,Comma
10/09/2013,"Andrews Wood, Loddiswell",SX709516,Maniola jurtina,,4,2013/September 2013.xls,Meadow Brown
10/09/2013,"Andrews Wood, Loddiswell",SX709516,Lycaena phlaeas,,2,2013/September 2013.xls,Small Copper
10/09/2013,"Andrews Wood, Loddiswell",SX709516,Aglais urticae,,3,2013/September 2013.xls,Small Tortoiseshell
10/09/2013,"Andrews Wood, Loddiswell",SX709516,Pieris rapae,,Over 10,2013/September 2013.xls,Small White
10/09/2013,"Andrews Wood, Loddiswell",SX709516,Pararge aegeria,,8,2013/September 2013.xls,Speckled Wood
10/09/2013,"Andrews Wood, Loddiswell",SX709516,Chorthippus parallelus,,Over 20,2013/September 2013.xls,Meadow Grasshopper
10/09/2013,"Andrews Wood, Loddiswell",SX709516,Pholidoptera griseoaptera,male,1,2013/September 2013.xls,Dark Bush Cricket
10/09/2013,"Andrews Wood, Loddiswell",SX709516,Cordulegaster boltoni,,6,2013/September 2013.xls,Golden-ringed Dragonfly
10/09/2013,"Andrews Wood, Loddiswell",SX709516,Sympetrum striolatum,,9,2013/September 2013.xls,Common Darter
10/09/2013,"Andrews Wood, Loddiswell",SX709516,Hawker unidentified,,2,2013/September 2013.xls,
10/09/2013,"Andrews Wood, Loddiswell",SX709516,Leiobunum rotundum,female,Over 10,2013/September 2013.xls,Harvestman
10/09/2013,"Andrews Wood, Loddiswell",SX709516,Phalangium opilio,female,1,2013/September 2013.xls,Harvestman
10/09/2013,"Andrews Wood, Loddiswell",SX709516,Phalangium opilio,male,2,2013/September 2013.xls,Harvestman
10/09/2013,"Andrews Wood, Loddiswell",SX709516,Eurygaster testudinaria,,1,2013/September 2013.xls,Tortoise Bug
10/09/2013,"Andrews Wood, Loddiswell",SX709516,Tipula fulvipennis,female,,2013/September 2013.xls,Cranefly
10/09/2013,"Andrews Wood, Loddiswell",SX709516,Chrysoperla carnea,,1,2013/September 2013.xls,Lacewing
10/09/2013,"Andrews Wood, Loddiswell",SX709516,Lasioglossum calceatum,male,1,2013/September 2013.xls,Bee
24/09/2013,"Andrews Wood, Loddiswell",SX709516,Arctophila superbiens,female,2,2013/September 2013.xls,
24/09/2013,"Andrews Wood, Loddiswell",SX709516,Arctophila superbiens,male,1,2013/September 2013.xls,
24/09/2013,"Andrews Wood, Loddiswell",SX709516,Cheilosia pagana,female,1,2013/September 2013.xls,
24/09/2013,"Andrews Wood, Loddiswell",SX709516,Eristalis arbustorum,female,3,2013/September 2013.xls,
24/09/2013,"Andrews Wood, Loddiswell",SX709516,Eristalis arbustorum,male,2,2013/September 2013.xls,
24/09/2013,"Andrews Wood, Loddiswell",SX709516,Eristalis horticola,female,3,2013/September 2013.xls,
24/09/2013,"Andrews Wood, Loddiswell",SX709516,Eristalis horticola,male,1,2013/September 2013.xls,
24/09/2013,"Andrews Wood, Loddiswell",SX709516,Eristalis nemorum,female,Over 10,2013/September 2013.xls,
24/09/2013,"Andrews Wood, Loddiswell",SX709516,Eristalis nemorum,male,4,2013/September 2013.xls,
24/09/2013,"Andrews Wood, Loddiswell",SX709516,Eristalis pertinax ,female,2,2013/September 2013.xls,
24/09/2013,"Andrews Wood, Loddiswell",SX709516,Eristalis tenax,female,Over 20,2013/September 2013.xls,
24/09/2013,"Andrews Wood, Loddiswell",SX709516,Eristalis tenax,male,Over 20,2013/September 2013.xls,
24/09/2013,"Andrews Wood, Loddiswell",SX709516,Helophilus pendulus,female,Over 20,2013/September 2013.xls,
24/09/2013,"Andrews Wood, Loddiswell",SX709516,Helophilus pendulus,male,Over 20,2013/September 2013.xls,
24/09/2013,"Andrews Wood, Loddiswell",SX709516,Melanstoma scalare,female,2,2013/September 2013.xls,
24/09/2013,"Andrews Wood, Loddiswell",SX709516,Rhingia campestris,female,6,2013/September 2013.xls,
24/09/2013,"Andrews Wood, Loddiswell",SX709516,Platycheirus albimanus,female,4,2013/September 2013.xls,
24/09/2013,"Andrews Wood, Loddiswell",SX709516,Rhingia campestris,male,4,2013/September 2013.xls,
24/09/2013,"Andrews Wood, Loddiswell",SX709516,Sericomyia silentis,female,3,2013/September 2013.xls,
24/09/2013,"Andrews Wood, Loddiswell",SX709516,Sericomyia silentis,male,5,2013/September 2013.xls,
24/09/2013,"Andrews Wood, Loddiswell",SX709516,Syritta pipiens,male,2,2013/September 2013.xls,
24/09/2013,"Andrews Wood, Loddiswell",SX709516,Pieris napi,,2,2013/September 2013.xls,Green-veined White
24/09/2013,"Andrews Wood, Loddiswell",SX709516,Polygonia c-album,,3,2013/September 2013.xls,Comma
24/09/2013,"Andrews Wood, Loddiswell",SX709516,Maniola jurtina,,Over 10,2013/September 2013.xls,Meadow Brown
24/09/2013,"Andrews Wood, Loddiswell",SX709516,Inachis io,,2,2013/September 2013.xls,Peacock
24/09/2013,"Andrews Wood, Loddiswell",SX709516,Lycaena phlaeas,,2,2013/September 2013.xls,Small Copper
24/09/2013,"Andrews Wood, Loddiswell",SX709516,Aglais urticae,,3,2013/September 2013.xls,Small Tortoiseshell
24/09/2013,"Andrews Wood, Loddiswell",SX709516,Pararge aegeria,,4,2013/September 2013.xls,Speckled Wood
24/09/2013,"Andrews Wood, Loddiswell",SX709516,Sympetrum striolatum,female,2,2013/September 2013.xls,Common Darter
24/09/2013,"Andrews Wood, Loddiswell",SX709516,Chorthippus parallelus,,Over 20,2013/September 2013.xls,Meadow Grasshopper
24/09/2013,"Andrews Wood, Loddiswell",SX709516,Pholidoptera griseoaptera,,3,2013/September 2013.xls,Dark Bush Cricket
24/09/2013,"Andrews Wood, Loddiswell",SX709516,Dolycoris baccarum,,1,2013/September 2013.xls,Hairy Shieldbug
24/09/2013,"Andrews Wood, Loddiswell",SX709516,Picromerus bidens,,4,2013/September 2013.xls,Spiked Shieldbug
24/09/2013,"Andrews Wood, Loddiswell",SX709516,Coreus marginatus,,4,2013/September 2013.xls,Dock Bug
24/09/2013,"Andrews Wood, Loddiswell",SX709516,Leiobunum rotundum,female,Over 10,2013/September 2013.xls,Harvestman
24/09/2013,"Andrews Wood, Loddiswell",SX709516,Leiobunum rotundum,male,2,2013/September 2013.xls,Harvestman
24/09/2013,"Andrews Wood, Loddiswell",SX709516,Phalangium opilio,male,3,2013/September 2013.xls,Harvestman
24/09/2013,"Andrews Wood, Loddiswell",SX709516,Lacerta vivipara,,2,2013/September 2013.xls,Lizard
24/09/2013,"Andrews Wood, Loddiswell",SX709516,Grass Snake,,1,2013/September 2013.xls,
25/09/2013,"Soar Mill Cove, Salcombe ",SX696376,Colettes hederae,,Over 20,2013/September 2013.xls,Ivy Bee
25/09/2013,"Soar Mill Cove, Salcombe ",SX696376,Tipula paludosa   ,female,2,2013/September 2013.xls,Cranefly
30/09/2013,"Main Road, Salcombe",SX731385,Campaea margaritata,,1,2013/September 2013.xls,Light Emerald Moth
30/09/2013,"Main Road, Salcombe",SX731385,Mecyna asinalis,,1,2013/September 2013.xls,Madder Pearl Moth
30/09/2013,"Main Road, Salcombe",SX731385,Hypena proboscidalis,,1,2013/September 2013.xls,The Snout moth
30/09/2013,"Main Road, Salcombe",SX731385,Xestia c-nigrum,,1,2013/September 2013.xls,Setaceous Hebrew Character
30/09/2013,"Main Road, Salcombe",SX731385,Nornophila noctuella,,1,2013/September 2013.xls,Rush Veneer
30/09/2013,"Main Road, Salcombe",SX731385,Melanthia procellata,,1,2013/September 2013.xls,Pretty Chalk Carpet
30/09/2013,"Main Road, Salcombe",SX731385,Noctua comes,,1,2013/September 2013.xls,Lesser Yellow Underwing
30/09/2013,"Main Road, Salcombe",SX731385,Noctua pronuba,,1,2013/September 2013.xls,Large Yellow Underwing
30/09/2013,"Main Road, Salcombe",SX731385,Clepsis consimilana,,1,2013/September 2013.xls,Moth
30/09/2013,"Main Road, Salcombe",SX731385,Aporophyla nigra,,1,2013/September 2013.xls,Black Rustic moth
30/09/2013,"Main Road, Salcombe",SX731385,Phlogophora meticulosa,,1,2013/September 2013.xls,Angle Shades
30/09/2013,"Main Road, Salcombe",SX731385,Chrysoperla carnea,,1,2013/September 2013.xls,Lacewing
30/09/2013,"Main Road, Salcombe",SX731385,Apamea monoglypha,,1,2013/September 2013.xls,Dark Arches
30/09/2013,"Main Road, Salcombe",SX731385,Tipula (Savtshenkia) confusa,female,1,2013/September 2013.xls,Cranefly
30/09/2013,"Main Road, Salcombe",SX731385,Limnephilidae lunatus ,,1,2013/September 2013.xls,Caddis Fly
01/06/2013,"Tor Woods, Salcombe",SX722376,Cheilosia pagana,female,1,2013/June 2013.xls,
01/06/2013,"Tor Woods, Salcombe",SX722376,Cheilosia pagana,male,1,2013/June 2013.xls,
01/06/2013,"Tor Woods, Salcombe",SX722376,Cheilosia variabilis,male,1,2013/June 2013.xls,
01/06/2013,"Tor Woods, Salcombe",SX722376,Criorhina berberina,female,1,2013/June 2013.xls,
01/06/2013,"Tor Woods, Salcombe",SX722376,Dasysyrphus venustus,female,1,2013/June 2013.xls,
01/06/2013,"Tor Woods, Salcombe",SX722376,Eristalis nemorum,female,3,2013/June 2013.xls,
01/06/2013,"Tor Woods, Salcombe",SX722376,Eristalis nemorum,male,2,2013/June 2013.xls,
01/06/2013,"Tor Woods, Salcombe",SX722376,Eristalis pertinax,female,2,2013/June 2013.xls,
01/06/2013,"Tor Woods, Salcombe",SX722376,Eristalis pertinax,male,1,2013/June 2013.xls,
01/06/2013,"Tor Woods, Salcombe",SX722376,Helophilus pendulus,female,1,2013/June 2013.xls,
01/06/2013,"Tor Woods, Salcombe",SX722376,Helophilus pendulus,male,1,2013/June 2013.xls,
01/06/2013,"Tor Woods, Salcombe",SX722376,Leucozona lucorum,female,2,2013/June 2013.xls,
01/06/2013,"Tor Woods, Salcombe",SX722376,Melanstoma scalare,female,Over 10,2013/June 2013.xls,
01/06/2013,"Tor Woods, Salcombe",SX722376,Myathropa florea,female,1,2013/June 2013.xls,
01/06/2013,"Tor Woods, Salcombe",SX722376,Portevinia maculata,male,Over 10,2013/June 2013.xls,
01/06/2013,"Tor Woods, Salcombe",SX722376,Platycheirus albimanus,female,Over 10,2013/June 2013.xls,
01/06/2013,"Tor Woods, Salcombe",SX722376,Rhingia campestris,female,3,2013/June 2013.xls,
01/06/2013,"Tor Woods, Salcombe",SX722376,Rhingia campestris,male,2,2013/June 2013.xls,
01/06/2013,"Tor Woods, Salcombe",SX722376,Syrphus ribesii,female,2,2013/June 2013.xls,
01/06/2013,"Tor Woods, Salcombe",SX722376,Xylota segnis,female,3,2013/June 2013.xls,
01/06/2013,"Tor Woods, Salcombe",SX722376,Xylota segnis,male,2,2013/June 2013.xls,
01/06/2013,"Tor Woods, Salcombe",SX722376,Lasiommata megera,,1,2013/June 2013.xls,Wall Brown butterfly
01/06/2013,"Tor Woods, Salcombe",SX722376,Adela sp. Moth,female,3,2013/June 2013.xls,
01/06/2013,"Tor Woods, Salcombe",SX722376,Panorpa sp.,female,4,2013/June 2013.xls,Scorpion Fly
01/06/2013,"Tor Woods, Salcombe",SX722376,Harpocera thoracica ,female,1,2013/June 2013.xls,
01/06/2013,"Tor Woods, Salcombe",SX722376,Philodromus dispar ,,1,2013/June 2013.xls,Spider
01/06/2013,"Tor Woods, Salcombe",SX722376,Pyrochroa serraticornis,,3,2013/June 2013.xls,Red-headed Cardinal Beetle
01/06/2013,"Tor Woods, Salcombe",SX722376,Nomada sp,male,3,2013/June 2013.xls,
02/06/2013,"Jacobs Lane, Bolberry",SX690385,Cheilosia albitarsis/ranunculi,female,Over 10,2013/June 2013.xls,
02/06/2013,"Jacobs Lane, Bolberry",SX690385,Cheilosia albitarsis/ranunculi,male,6,2013/June 2013.xls,
02/06/2013,"Jacobs Lane, Bolberry",SX690385,Cheilosia pagana,female,1,2013/June 2013.xls,
02/06/2013,"Jacobs Lane, Bolberry",SX690385,Eristalis pertinax,male,3,2013/June 2013.xls,
02/06/2013,"Jacobs Lane, Bolberry",SX690385,Eupeodes corollae,female,1,2013/June 2013.xls,
02/06/2013,"Jacobs Lane, Bolberry",SX690385,Melanstoma scalare,female,Over 10,2013/June 2013.xls,
02/06/2013,"Jacobs Lane, Bolberry",SX690385,Platycheirus albimanus,female,Over 10,2013/June 2013.xls,
02/06/2013,"Jacobs Lane, Bolberry",SX690385,Rhingia campestris,male,2,2013/June 2013.xls,
02/06/2013,"Jacobs Lane, Bolberry",SX690385,Syrphus ribesii,female,2,2013/June 2013.xls,
02/06/2013,"Jacobs Lane, Bolberry",SX690385,Syritta pipiens,male,1,2013/June 2013.xls,
02/06/2013,"Jacobs Lane, Bolberry",SX690385,Lasiommata megera,,1,2013/June 2013.xls,Wall Brown butterfly
02/06/2013,"Jacobs Lane, Bolberry",SX690385,Malacosoma neustria,,Over 10,2013/June 2013.xls,The Lackey moth caterpillars
02/06/2013,"Jacobs Lane, Bolberry",SX690385,Euthrix potatoria,,2,2013/June 2013.xls,Drinker Moth caterpillar
02/06/2013,"Jacobs Lane, Bolberry",SX690385,Empis tessellata,,8,2013/June 2013.xls,
02/06/2013,"Jacobs Lane, Bolberry",SX690385,Panorpa sp.,female,8,2013/June 2013.xls,Scorpion Fly
02/06/2013,"Jacobs Lane, Bolberry",SX690385,Panorpa communis,male,2,2013/June 2013.xls,Scorpion Fly
02/06/2013,"Jacobs Lane, Bolberry",SX690385,Propylea 14-punctata,,2,2013/June 2013.xls,14 spot ladybird
02/06/2013,"Jacobs Lane, Bolberry",SX690385,Pyrochroa serraticornis,,1,2013/June 2013.xls,Red-headed Cardinal Beetle
02/06/2013,"Jacobs Lane, Bolberry",SX690385,Chrysolina polita,,1,2013/June 2013.xls,Beetle
02/06/2013,"Jacobs Lane, Bolberry",SX690385,Nomada sp,male,3,2013/June 2013.xls,
03/06/2013,Aveton Gifford Marsh,SX690469,Eristalinus sepulchralis,female,Over 10,2013/June 2013.xls,
