Observer	BirdID	Year	Age	Ornament
AST	6768	2015	2	39.93333435
AST	6924	2015	2	38.33333333
AST	6921	2015	2	39.66666667
AST	6786	2015	2	40.76666641
AST	7900	2015	1	39.86666743
AST	7160	2015	2	42.29999924
AST	7814	2015	1	41.53333282
AST	7267	2015	2	42.96666718
AST	8188	2015	1	38.86666616
AST	6832	2015	2	42.23333232
AST	6808	2015	2	40.43333308
AST	6648	2015	3	41.09999975
AST	6887	2015	3	37.80000051
AST	7689	2015	1	40.06666565
AST	6492	2015	3	39.1666654
AST	7710	2015	1	39.93333308
AST	6927	2015	2	40.43333435
AST	7703	2015	1	38.40000025
AST	7900	2015	1	39.66666794
AST	6862	2015	2	40.26666641
AST	7074	2015	2	37.96666718
AST	8642	2015	1	42.3333346
AST	7877	2015	1	43.43333435
AST	6786	2015	2	41.20000076
AST	6902	2015	2	40.23333359
AST	6924	2015	2	43.46666718
AST	7275	2015	2	42.76666768
AST	7703	2015	1	44.30000051
AST	7017	2015	2	42.46666718
AST	6789	2015	2	43.30000051
AST	6921	2015	2	41.23333232
AST	8642	2016	2	46.43333308
AST	8747	2016	1	40.23333359
AST	8707	2016	1	38.56666692
AST	8602	2016	1	41.13333384
AST	8480	2016	1	37.53333282
AST	8652	2016	1	41.93333308
AST	8648	2016	1	42.16666667
AST	7984	2016	2	43.93333435
AST	8728	2016	1	38.80000051
AST	8718	2016	1	39.63333257
AST	8365	2016	1	41.59999975
AST	8715	2016	1	43.90000025
AST	8748	2016	1	39.86666743
AST	7814	2016	2	40.09999975
AST	8363	2016	1	39.76666641
AST	8649	2016	1	37.76666641
AST	7267	2016	3	47.90000025
AST	8603	2016	1	43.43333435
AST	6789	2016	3	43.53333282
AST	8512	2016	1	43.56666692
AST	8586	2016	1	38.09999975
AST	8414	2016	1	38.83333333
AST	7689	2016	2	46.63333257
AST	8708	2016	1	41
AST	7984	2016	2	41.89999898
AST	8729	2016	1	43
AST	8567	2016	1	41.86666743
AST	8502	2016	1	39.43333435
AS	8414	2016	1	40.23333359
AS	8715	2016	1	40.29999924
AST	8752	2016	1	41.53333282
AST	7900	2016	2	39.93333308
AS	8652	2016	1	35.93333435
AS	8748	2016	1	39.13333257
AST	7877	2016	2	41.20000076
AST	8515	2016	1	43.26666768
AST	7793	2016	2	41.66666667
AS	8747	2016	1	37.70000076
AST	8499	2016	1	41.16666667
AS	8567	2016	1	35.63333384
AST	8486	2016	1	37.33333333
AST	8716	2016	1	39.89999898
AS	8642	2016	2	36.0333341
AS	7267	2016	3	37.03333282
AST	6924	2016	3	44.5
AST	6786	2016	3	43.99999873
AST	7615	2016	2	42.89999898
AST	8480	2016	1	39.26666768
AST	8498	2016	1	40.56666692
AST	6915	2016	3	41.93333308
AST	7984	2016	2	40.60000102
AST	8716	2016	1	39.36666743
AST	8752	2016	1	41.96666718
AST	8715	2016	1	42.33333333
AST	8648	2016	1	41.0333341
AST	8747	2016	1	43.13333384
AST	8486	2016	1	40.09999975
AST	8363	2016	1	39.73333359
AST	6921	2016	3	39.59999975
AST	8567	2016	1	40.83333333
AS	6927	2016	3	57.86666743
AS	9038	2016	1	42.13333257
AS	7267	2016	3	42.46666718
AS	8391	2016	1	48.23333232
AS	8502	2016	1	46.99999873
AS	8365	2016	1	44.80000051
AS	7877	2016	2	52.30000051
AS	8486	2016	1	42.76666768
AST	8770	2017	1	46.03333282
AST	9213	2017	1	42.40000025
AST	8949	2017	1	43.83333333
AST	8926	2017	1	42.80000051
AST	9133	2017	1	41.20000076
AST	7689	2017	3	46.16666667
AST	8515	2017	2	46.4666659
AST	9076	2017	1	40.73333359
AST	9222	2017	1	40.59999975
AST	8498	2017	2	44.76666641
AST	9223	2017	1	41.66666667
AST	9032	2017	1	37.59999975
AST	9264	2017	1	41.56666692
AST	9265	2017	1	41
AST	9245	2017	1	43.83333333
AS	9222	2017	1	52.83333333
AST	9071	2017	1	41.23333359
AST	9088	2017	1	41.59999975
AST	9266	2017	1	37.83333333
AST	9240	2017	1	43.43333308
AST	8752	2017	2	42.63333384
AS	9071	2017	1	54.66666667
AST	8942	2017	1	40.9666659
AST	9164	2017	1	42.33333333
AST	9267	2017	1	43.29999924
AST	7615	2017	3	44.4666659
AST	7877	2017	3	41.29999924
AST	9269	2017	1	43.26666768
AST	9270	2017	1	40.66666667
AST	9120	2017	1	40.56666692
AST	8906	2017	1	42.43333308
AS	9240	2017	1	46.76666641
AST	9073	2017	1	43.66666667
AST	8603	2017	2	40.29999924
AST	8512	2017	2	41.59999975
AS	9032	2017	1	38.23333359
AST	7532	2017	3	42.06666692
AST	9134	2017	1	38.9666659
AST	9008	2017	1	40.86666743
AST	8977	2017	1	43.96666718
AST	8391	2017	2	42.40000025
AST	8795	2017	1	39.19999949
AS	9073	2017	1	43
AST	8652	2017	2	45.13333384
AST	9002	2017	1	41.43333308
AST	9116	2017	1	47.13333257
AST	9185	2017	1	42.16666667
AS	9270	2017	1	43.40000025
AST	8929	2017	1	39.46666718
AST	8365	2017	2	44.90000153
AST	8965	2017	1	45.56666692
AST	9038	2017	2	43.40000025
AS	8752	2017	2	40.76666641
AST	9045	2017	1	38.86666616
AST	8499	2017	2	41.69999949
AST	9075	2017	1	43.30000051
AST	9087	2017	1	39.46666718
AST	9227	2017	1	40
AST	8707	2017	2	40.73333232
AST	9272	2017	1	42.69999949
AST	9273	2017	1	43.66666667
AS	9223	2017	1	38.46666718
AS	8365	2017	2	38.36666616
AST	9093	2017	1	38.76666641
AST	8642	2017	3	45.5
AST	9127	2017	1	42.86666616
AST	8865	2017	1	44.79999924
AST	9217	2017	1	42.96666718
AST	9192	2017	1	43.59999975
AST	9071	2017	1	47
AS	8498	2017	2	55.86666616
AS	8878	2017	1	34.06666565
AS	9273	2017	1	48.76666641
AS	8930	2017	1	47.76666641
AS	9087	2017	1	42.59999975
AS	9002	2017	1	40.90000025
AS	8819	2017	1	44.76666768
AS	9089	2017	1	47.99999873
AS	9145	2017	1	NA
AS	7689	2017	3	50.23333359
AS	9197	2017	1	44.89999898
AS	8947	2017	1	44.19999949
AS	9133	2017	1	38.93333308
AS	7532	2017	3	51.40000025
AS	9134	2017	1	42.19999949
AS	8949	2017	1	45.03333282
AS	9000	2017	1	51.40000025
AS	9038	2017	2	43.43333308
AS	9076	2017	1	38.5
AS	8499	2017	2	51.53333282
AS	9222	2017	1	49.53333282
AST	9000	2018	2	41.30000051
AST	8947	2018	2	41.59999975
LW	9176	2018	2	NA
AST	8480	2018	3	39.59999975
LW	9087	2018	2	NA
LW	9233	2018	2	NA
AST	9045	2018	2	38.53333282
AST	9223	2018	2	44.6666654
AST	9151	2018	2	43.53333282
LW	9002	2018	2	NA
AST	9071	2018	2	46.59999975
AST	9073	2018	2	42.16666667
LW	8947	2018	2	37.83333333
LW	9016	2018	2	45.90000025
AST	9182	2018	2	39.30000051
LW	8499	2018	3	41.5
LW	9071	2018	2	45.06666692
AST	9272	2018	2	43.19999949
AST	8486	2018	3	38.16666667
AST	9251	2018	2	40.43333308
AST	9134	2018	2	43.56666819
AST	8865	2018	2	44.63333384
LW	8850	2018	2	36.23333359
AST	9228	2018	2	40.5333341
LW	9273	2018	2	47.56666692
AST	8498	2018	3	46.4666659
AST	9093	2018	2	41.96666718
AST	8391	2018	3	42.4666659
LW	9076	2018	2	46.53333282
AST	9133	2018	2	44.39999898
