Date_dissected	Family	ID	Sample	Sex	Condition	Larval_diet	Femur_length	Tibia_Length	Tarsus_Length	Wing_Length	HeadWidth	HeadLength	Post-pedicel_Length	Arista_Length	Thorax_Length	Female_Oviscape	Female_posterior_spermathecae1	Female_posterior_spermathecae2	Female_Anterior_Spermatheca_Width	Male_Proximal_surstyli_Length	Male_Distal_surstyli_Length	Male_Apodeme_Length	Male_Aedeagus_Length	Male_Anterior_processus_Length	Male_Processus_Length	Male_testis_area	MaleSperm_bundle_Length	Male_Femur_spine_length
11/11/2018	F7	MS-84	F7_M4_RW1	M	Low	Poor	4.261	4.338	3.25	3.394	1.21	1.974	0.559	1.051	2.381	NA	NA	NA	NA	0.158	0.304	1.071	1.098	0.18	NA	0.331	0.158333333	0.036333333
11/11/2018	F7	MS-84	F7_M4_RW2	M	Low	Poor	4.255	4.306	3.241	3.421	1.209	1.96	0.572	1.045	2.368	NA	NA	NA	NA	0.158	0.304	1.069	1.103	0.181	NA	0.334	0.164833333	0.039833333
11/11/2018	F7	MS-85	F7_M5_RW1	M	Low	Poor	3.845	3.866	2.987	3.101	1.108	1.715	0.52	1.044	2.098	NA	NA	NA	NA	0.161	0.302	1.073	1.114	0.157	2.013	0.335	0.157833333	0.032166667
11/11/2018	F7	MS-85	F7_M5_RW2	M	Low	Poor	3.845	3.869	3.028	3.095	1.113	1.723	0.521	1.038	2.088	NA	NA	NA	NA	0.161	0.308	1.081	1.122	0.16	2.015	0.337	0.1605	0.031166667
11/11/2018	F9	FS-79	F9_F1_RW1	F	Low	Poor	4.06	3.45	2.266	3.31	1.034	1.672	0.431	NA	2.166	2.03	0.069	0.068	0.048	NA	NA	NA	NA	NA	NA	NA	NA	NA
11/11/2018	F9	FS-79	F9_F1_RW2	F	Low	Poor	4.019	3.403	2.299	3.307	1.049	1.669	0.427	NA	2.174	2.007	0.069	0.07	0.047	NA	NA	NA	NA	NA	NA	NA	NA	NA
12/11/2018	F9	FS-80	F9_F2_RW1	F	Low	Poor	4.149	3.548	2.431	3.315	1.114	1.679	0.496	1.08	2.262	1.943	0.079	0.073	0.061	NA	NA	NA	NA	NA	NA	NA	NA	NA
12/11/2018	F9	FS-80	F9_F2_RW2	F	Low	Poor	4.149	3.507	2.457	3.31	1.121	1.682	0.495	1.074	2.255	1.952	0.08	0.074	0.06	NA	NA	NA	NA	NA	NA	NA	NA	NA
12/11/2018	F9	FS-81	F9_F3_RW1	F	Low	Poor	4.206	3.558	2.507	3.456	1.253	1.633	0.504	1.051	2.274	2.046	0.074	0.073	0.074	NA	NA	NA	NA	NA	NA	NA	NA	NA
12/11/2018	F9	FS-81	F9_F3_RW2	F	Low	Poor	4.193	3.55	2.507	3.471	1.245	1.629	0.508	1.081	2.273	2.052	0.072	0.073	0.074	NA	NA	NA	NA	NA	NA	NA	NA	NA
14/11/2018	F9	FS-90	F9_F4_RW1	F	High	Rich	5.095	4.242	2.888	3.989	1.498	1.905	0.586	1.121	2.666	2.114	0.076	0.081	0.074	NA	NA	NA	NA	NA	NA	NA	NA	NA
14/11/2018	F9	FS-90	F9_F4_RW2	F	High	Rich	5.1	4.327	2.852	4.005	1.5	1.893	0.581	1.141	2.664	2.104	0.077	0.082	0.072	NA	NA	NA	NA	NA	NA	NA	NA	NA
14/11/2018	F9	FS-91	F9_F5_RW1	F	High	Rich	5.074	4.369	3.013	4.016	1.447	1.93	0.606	1.122	2.72	2.035	0.061	0.054	0.063	NA	NA	NA	NA	NA	NA	NA	NA	NA
14/11/2018	F9	FS-91	F9_F5_RW2	F	High	Rich	5.07	4.38	2.96	4.014	1.446	1.929	0.61	1.117	2.742	2.063	0.062	0.056	0.063	NA	NA	NA	NA	NA	NA	NA	NA	NA
14/11/2018	F9	FS-92	F9_F6_RW1	F	High	Rich	4.911	4.281	2.991	3.952	1.454	1.965	0.544	1.182	2.737	1.893	0.057	0.057	0.057	NA	NA	NA	NA	NA	NA	NA	NA	NA
14/11/2018	F9	FS-92	F9_F6_RW2	F	High	Rich	4.941	4.317	2.966	3.957	1.446	1.98	0.549	1.178	2.741	1.902	0.055	0.058	0.055	NA	NA	NA	NA	NA	NA	NA	NA	NA
17/10/2018	F9	MS-33	F9_M1_RW1	M	High	Rich	6.522	6.454	4.361	4.472	1.493	2.939	0.779	1.164	3.029	NA	NA	NA	NA	0.183	0.339	1.159	1.161	0.18	1.403	0.691	0.147333333	0.073833333
17/10/2018	F9	MS-33	F9_M1_RW2	M	High	Rich	6.529	6.451	4.343	4.47	1.491	2.972	0.803	1.154	3.013	NA	NA	NA	NA	0.184	0.332	1.164	1.15	0.175	1.401	0.703	0.148833333	0.070666667
17/10/2018	F9	MS-34	F9_M2_RW1	M	High	Rich	6.51	6.337	4.492	4.455	1.375	2.983	0.787	1.204	3.097	NA	NA	NA	NA	0.203	0.314	1.22	1.217	0.148	1.319	0.818	0.146333333	0.0595
18/10/2018	F10	MS-34	F9_M2_RW2	M	High	Rich	6.51	6.337	4.492	4.455	1.375	2.983	0.787	1.204	3.097	NA	NA	NA	NA	0.203	0.314	1.22	1.217	0.148	1.319	0.818	0.146333333	0.0595
18/10/2018	F9	MS-35	F9_M3_RW1	M	High	Rich	6.256	6.212	4.269	4.345	1.247	2.825	0.799	1.092	3.064	NA	NA	NA	NA	0.147	0.301	1.149	1.208	0.165	1.522	0.519	0.136666667	0.033666667
18/10/2018	F9	MS-35	F9_M3_RW2	M	High	Rich	6.263	6.21	4.298	4.317	1.245	2.806	0.801	1.106	3.069	NA	NA	NA	NA	0.151	0.297	1.154	1.206	0.168	1.53	0.544	0.131833333	0.033166667
12/11/2018	F9	MS-87	F9_M4_RW1	M	Low	Poor	4.413	4.428	NA	3.422	1.24	1.96	0.643	1.036	2.288	NA	NA	NA	NA	0.178	0.298	1.086	1.13	0.179	1.547	0.334	0.1555	0.042333333
12/11/2018	F9	MS-87	F9_M4_RW2	M	Low	Poor	4.424	4.419	NA	3.418	1.242	1.964	0.652	1.039	2.28	NA	NA	NA	NA	0.181	0.303	1.088	1.126	0.172	1.897	0.36	0.152	0.040333333
12/11/2018	F9	MS-88	F9_M5_RW1	M	Low	Poor	4.597	4.569	3.217	NA	1.249	2.167	0.593	0.9	2.444	NA	NA	NA	NA	0.147	0.232	1.097	1.127	0.155	1.814	0.232	0.167	0.0475
12/11/2018	F9	MS-88	F9_M5_RW2	M	Low	Poor	4.612	4.55	3.215	NA	1.251	2.174	0.593	0.882	2.441	NA	NA	NA	NA	0.168	0.233	1.1	1.127	0.156	1.832	0.243	0.167166667	0.044666667
12/11/2018	F9	MS-89	F9_M6_RW1	M	Low	Poor	4.476	4.544	3.281	3.435	1.201	2.052	0.622	1.043	2.331	NA	NA	NA	NA	0.15	0.299	1.126	1.178	0.166	1.886	0.296	0.169666667	0.045333333
12/11/2018	F9	MS-89	F9_M6_RW2	M	Low	Poor	4.491	4.54	3.293	3.438	1.193	2.076	0.628	1.036	2.33	NA	NA	NA	NA	0.151	0.301	1.128	1.179	0.169	1.882	0.322	0.1675	0.0475
